PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ze-Lei, X; Du, XY; Fei, F				Ze-Lei, Xiao; Du Xin-ya; Fei, Fan			Convergence in China's high-tech industry development performance: a spatial panel model	APPLIED ECONOMICS			English	Article						High-tech industry; performance; spatial convergence; SAR model	RESEARCH-AND-DEVELOPMENT; SYSTEMS; DEA	At present, there exist both regional-scale and regional performance differences in China's high-tech industry development. Performance differences will inevitably affect resource allocation in regional high-tech industry and in the upgrading of industrial structure. Thus, this article conducts a systematic study of convergence issues in China's high-tech industry development performance by adopting the spatial panel econometric method and related approaches. First, to measure the comprehensive performance of China's high-tech industry development, the study applies the Malmquist index and efficacy coefficient method from the perspective of R&D efficiency and economic efficiency; then, by adopting a spatial autoregressive (SAR) panel data model, it studies the absolute beta convergence and convergence mechanism of China's provincial high-tech industry development performance from 2001 to 2013. The results indicate the existence of distinct absolute beta convergence in China's high-tech industry development performance since the 21st century, which is mainly due to technology diffusion. The convergence rate of central China is notably faster than that of other regions.	[Ze-Lei, Xiao] Wuhan Univ, Econ & Management Sch, Wuhan, Hubei, Peoples R China; [Ze-Lei, Xiao; Du Xin-ya] Cent China Normal Univ, Hubei Inst Econ & Social Dev, Wuhan, Peoples R China; [Fei, Fan] Wuhan Univ, Inst Dev Cent China, Wuhan 430079, Hubei, Peoples R China	Fei, F (reprint author), Wuhan Univ, Inst Dev Cent China, Wuhan 430079, Hubei, Peoples R China.	ieicddd@163.com			Natural Science Foundation of ChinaNational Natural Science Foundation of China [41271128, 71271159, 71303088, 41501141]; Humanities and Social Science of Ministry of Education Fund of China [14YJC790140]; National Social Science Foundation of China [16BGL200]; Jiangsu Province Social Science Fund of China [13JDB015]	Natural Science Foundation of China [41271128,71271159, 71303088,41501141]; Humanities and Social Science of Ministry of Education Fund of China [14YJC790140]; National Social Science Foundation of China [16BGL200]; Jiangsu Province Social Science Fund of China [13JDB015]. Please help us to revise it and the others is correct for they are not usual funds in China.		29	2	2	3	29	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0003-6846	1466-4283		APPL ECON	Appl. Econ.		2017	49	52					5296	5308		10.1080/00036846.2017.1305091			13	Economics	Business & Economics	FD5VF	WOS:000407597200002					2020-06-27	
J	Yang, JC; Gu, HC; Jiang, XP; Huang, QY; Hu, XH; Shen, XJ				Yang, Jincai; Gu, Huichao; Jiang, Xingpeng; Huang, Qingyang; Hu, Xiaohua; Shen, Xianjun			Identifying the Risky SNP of Osteoporosis with ID3-PEP Decision Tree Algorithm	COMPLEXITY			English	Article							GENOME-WIDE ASSOCIATION; INTERACTOME; CHALLENGES; ENHANCERS; GENETICS; NETWORK; GENES	In the past 20 years, much progress has been made on the genetic analysis of osteoporosis. A number of genes and SNPs associated with osteoporosis have been found through GWAS method. In this paper, we intend to identify the suspected risky SNPs of osteoporosis with computational methods based on the known osteoporosis GWAS-associated SNPs. The process includes two steps. Firstly, we decided whether the genes associated with the suspected risky SNPs are associated with osteoporosis by using random walk algorithm on the PPI network of osteoporosis GWAS-associated genes and the genes associated with the suspected risky SNPs. In order to solve the overfitting problem in ID3 decision tree algorithm, we then classified the SNPs with positive results based on their features of position and function through a simplified classification decision tree which was constructed by ID3 decision tree algorithm with PEP (Pessimistic-Error Pruning). We verified the accuracy of the identification framework with the data set of GWAS-associated SNPs, and the result shows that this method is feasible. It provides a more convenient way to identify the suspected risky SNPs associated with osteoporosis.	[Yang, Jincai; Gu, Huichao; Jiang, Xingpeng; Hu, Xiaohua; Shen, Xianjun] Cent China Normal Univ, Sch Comp Sci, Wuhan 430079, Hubei, Peoples R China; [Huang, Qingyang] Cent China Normal Univ, Sch Life Sci, Wuhan 430079, Hubei, Peoples R China	Yang, JC (reprint author), Cent China Normal Univ, Sch Comp Sci, Wuhan 430079, Hubei, Peoples R China.	jcyang@mail.ccnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [61532008, 31371275]; National Social Science Foundation of China [14BYY093]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [CCNU17TS0003]	This research is supported by the National Natural Science Foundation of China (Grants nos. 61532008 and 31371275), the National Social Science Foundation of China (no. 14BYY093), and the Fundamental Research Funds for the Central Universities (no. CCNU17TS0003).		23	0	0	0	7	WILEY-HINDAWI	LONDON	ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, WIT 5HE, ENGLAND	1076-2787	1099-0526		COMPLEXITY	Complexity		2017									UNSP 9194801	10.1155/2017/9194801			8	Mathematics, Interdisciplinary Applications; Multidisciplinary Sciences	Mathematics; Science & Technology - Other Topics	FC8MT	WOS:000407096100001		DOAJ Gold			2020-06-27	
J	Li, C; Chen, GP; Luo, J; Li, SC; Ye, J				Li, Chang; Chen, Guangping; Luo, Jing; Li, Shice; Ye, Jia			Port economics comprehensive scores for major cities in the Yangtze Valley, China using the DMSP-OLS night-time light imagery	INTERNATIONAL JOURNAL OF REMOTE SENSING			English	Article							POPULATION-DENSITY; SCALE; CONSUMPTION; SPACE; EARTH	In this article, the Defence Meteorological Satellite Program Operational Linescan System (DMSP-OLS) night-time light remotely sensed data on a small scale is proposed to evaluate port economic comprehensive scores (PECS) for the ports of the major cities, including Shanghai, Nanjing, Wuhan, and Chongqing, in the Yangtze River Valley, China. First, the concept and calculation method of port night-time light intensity (PNLI) are proposed. Second, an estimation method of PECS is proposed using factor analysis. Third, two regression models (i.e. first- and second-order polynomials) between PNLI and PECS are built and tested. The goodness-of-fit of the two models are compared, both with and without outliers. Finally, experimental results show that the proposed methods for evaluating PECS in the Yangtze River Valley, China are feasible. Wuhan has the strongest correlation (R-2=0.925) and passes the F-test, F-t=55.429 > 4.26=F-t(0.05) (2, 9); Shanghai has the weakest correlation (R-2: 0.688) but still passes as well, F-t=9.944 > 4.26=F-t(0.05) (2, 9). Factors confounding the correlation for Shanghai are discussed. Overall, this study not only proposes a new set of methods to evaluate the performance of port economies but also provides a feasible way to use DMSP-OLS data to study the geographic problems of small scales.	[Li, Chang; Chen, Guangping; Luo, Jing; Li, Shice] Cent China Normal Univ, Key Lab Geog Proc Anal & Simulat, Wuhan, Hubei, Peoples R China; [Li, Chang; Chen, Guangping; Luo, Jing; Li, Shice] Cent China Normal Univ, Coll Urban & Environm Sci, Wuhan, Hubei, Peoples R China; [Ye, Jia] Georgia Inst Technol, Sch Design, Atlanta, GA 30332 USA	Li, C (reprint author), Cent China Normal Univ, Key Lab Geog Proc Anal Simulat, Wuhan, Hubei, Peoples R China.	lcshaka@126.com		Li, Chang/0000-0003-2988-798X	National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China [41101407, 41371183]; Natural Science Foundation of Hubei Province, ChinaNatural Science Foundation of Hubei Province [2014CFB377, 2010CDZ005]; colleges' basic research and operation of MOE [CCNU15A02001, CCNU16JCZX09]; Wuhan Youth Science and technology plan [2016070204010137]; National undergraduate training programmes for innovation and entrepreneurship [201410511037]	The authors thank the National Natural Science Foundation of China (NSFC) [Grant Numbers. 41101407 and 41371183] and the Natural Science Foundation of Hubei Province [Grant Numbers. 2014CFB377 and 2010CDZ005], China, the self-determined research funds of CCNU from the colleges' basic research and operation of MOE [Grant Numbers CCNU15A02001 and CCNU16JCZX09] for supporting this work, Wuhan Youth Science and technology plan [Grant Number 2016070204010137], and the National undergraduate training programmes for innovation and entrepreneurship [Grant Number 201410511037].		30	5	5	0	22	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0143-1161	1366-5901		INT J REMOTE SENS	Int. J. Remote Sens.		2017	38	21					6007	6029		10.1080/01431161.2017.1312034			23	Remote Sensing; Imaging Science & Photographic Technology	Remote Sensing; Imaging Science & Photographic Technology	FC0OU	WOS:000406539100010					2020-06-27	
J	He, JY; Bao, F; Yan, S; Weng, FQ; Ma, R; Liu, YP; Ding, H				He, Junying; Bao, Feng; Yan, Shuang; Weng, Fangqing; Ma, Rui; Liu, Yanping; Ding, Hao			Soluble fluorene-benzothiadiazole polymer-grafted graphene for photovoltaic devices	RSC ADVANCES			English	Article							SOLAR-CELLS; FUNCTIONALIZATION; DISPERSION	Herein, a polymer based on fluorene and benzothiadiazole (PFBT) was covalently grafted on brominated graphene (G-PFBT) sheets via Suzuki coupling reaction and characterized by Fourier transform infrared (FTIR), ultraviolet-visible (UV-vis), fluorescence emission (FL), and 1H-NMR spectroscopy. The obtained composite shows good solubility in organic solvents such as THF, DMF, and toluene, which is beneficial for the solution casting of device fabrication. In addition, photoinduced charge transfer was observed between the conjugated polymer donor and graphene acceptor, which was also an advantage of using G-PFBT in solar cells. The open-circuit voltage, short-circuit current density, and fill factor of a photovoltaic device based on G-PFBT are 0.22 V, 1.42 mA cm(-2), and 0.26, respectively.	[He, Junying; Bao, Feng; Yan, Shuang; Weng, Fangqing; Liu, Yanping; Ding, Hao] Cent China Normal Univ, Dept Chem, Wuhan 430079, Hubei, Peoples R China; [Ma, Rui] China Univ Geosci, Minist Educ, Engn Res Ctr Nanogeomat, Wuhan 430074, Hubei, Peoples R China	Bao, F (reprint author), Cent China Normal Univ, Dept Chem, Wuhan 430079, Hubei, Peoples R China.; Ma, R (reprint author), China Univ Geosci, Minist Educ, Engn Res Ctr Nanogeomat, Wuhan 430074, Hubei, Peoples R China.	macrobf@gmail.com; marui.cug@gmail.com			Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [CUGL100407, CUG120118]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [50903077]; Natural Science Foundation of Hubei ProvinceNatural Science Foundation of Hubei Province [2010BFA022, 2011CDA035]; Public Service Project of the Chinese Ministry of Land and Resources [201311024]	This work was supported by the Fundamental Research Funds for the Central Universities (CUGL100407, CUG120118), the National Natural Science Foundation of China (50903077), the Natural Science Foundation of Hubei Province (2010BFA022, 2011CDA035), and the Public Service Project of the Chinese Ministry of Land and Resources (201311024).		37	5	5	0	12	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND	2046-2069			RSC ADV	RSC Adv.		2017	7	57					35950	35956		10.1039/c7ra05937j			7	Chemistry, Multidisciplinary	Chemistry	FB4IE	WOS:000406104300046		DOAJ Gold			2020-06-27	
J	Zhang, R; Yang, HY				Zhang Rui; Yang Hua-Yong			Construction and Analysis of the Foreign Language Learning Model based on the Classroom Network Environment	AGRO FOOD INDUSTRY HI-TECH			English	Article						Classroom network environment; foreign language learning mode; autonomous learning	STRATEGIES; SKILLS	The rapid development and popularization of the network technology in the world provides important technologies and supports for the development and reform of the foreign language teaching mode in colleges and universities. With the rapid development of globalization, more and more international trade and international cultural exchanges have been produced, and the importance of foreign language education has been widely concerned. In this paper, several learning models and theories of the autonomous learning were deeply studied; the relationship between improving the autonomous learning ability and the network teaching was analyzed; advantages of the application of the network environment into the foreign language learning were obtained. This shows that the network can effectively improve students' autonomous learning abilities.	[Zhang Rui] Cent China Normal Univ, Sch Foreign Languages, Wuhan 430079, Peoples R China; [Zhang Rui] Hubei Univ, Sch Foreign Languages, Wuhan 40062, Peoples R China; [Yang Hua-Yong] Wuhan Univ Sci & Technol, City Coll, Dept Informat Engn, Wuhan 430083, Peoples R China	Zhang, R (reprint author), Cent China Normal Univ, Sch Foreign Languages, Wuhan 430079, Peoples R China.; Zhang, R (reprint author), Hubei Univ, Sch Foreign Languages, Wuhan 40062, Peoples R China.				Teaching Reform Research Program Foundation of Hubei University [201530]; Education Science Planning Program Foundation of Hubei Province of China [2015GB343]	This paper was supported by Teaching Reform Research Program Foundation of Hubei University (201530) and Education Science Planning Program Foundation of Hubei Province of China (2015GB343).		15	0	0	0	6	TEKNOSCIENZE PUBL	MILANO	VIALE BRIANZA 22, 20127 MILANO, ITALY	1722-6996	2035-4606		AGRO FOOD IND HI TEC	Agro Food Ind. Hi-Tech	JAN-FEB	2017	28	1					1205	1208					4	Biotechnology & Applied Microbiology; Food Science & Technology	Biotechnology & Applied Microbiology; Food Science & Technology	FB2RY	WOS:000405992100270					2020-06-27	
J	Zhang, ZQ; Ma, C; Hou, DF; Chen, G				Zhang, Zi-qiang; Ma, Chong; Hou, De-fu; Chen, Gang			Heavy Quark Potential with Hyperscaling Violation	ADVANCES IN HIGH ENERGY PHYSICS			English	Article							LARGE-N LIMIT; SEMICLASSICAL STRINGS; FIELD-THEORIES; WILSON LOOPS; GAUGE-THEORY	We investigate the behavior of the heavy quark potential in the backgrounds with hyperscaling violation. The metrics are covariant under a generalized Lifshitz scaling symmetry with the dynamical Lifshitz parameter z and hyperscaling violation exponent theta We calculate the potential for a certain range of z,theta and.. and discuss how it changes in the presence of the two parameters. Moreover, we add a constant electric field to the backgrounds and study its effects on the potential. It is shown that the heavy quark potential depends on the nonrelativistic parameters. Also, the presence of the constant electric field tends to increase the potential.	[Zhang, Zi-qiang; Ma, Chong; Chen, Gang] China Univ Geosci, Sch Math & Phys, Wuhan 430074, Hubei, Peoples R China; [Hou, De-fu] Cent China Normal Univ, Inst Particle Phys, Wuhan 430079, Hubei, Peoples R China; [Hou, De-fu] Cent China Normal Univ, Key Lab Quark & Lepton Phys MOE, Wuhan 430079, Hubei, Peoples R China	Zhang, ZQ (reprint author), China Univ Geosci, Sch Math & Phys, Wuhan 430074, Hubei, Peoples R China.	zhangzq@cug.edu.cn			Ministry of Science and Technology of China (MSTC) under the 973 Project [2015CB856904(4)]; NSFCNational Natural Science Foundation of China [11475149, 11375070, 11521064]	This research is partly supported by the Ministry of Science and Technology of China (MSTC) under the 973 Project no. 2015CB856904(4). Zi-qiang Zhang and Gang Chen are supported by the NSFC under Grant no. 11475149. De-fu Hou is supported by the NSFC under Grant nos. 11375070 and 11521064.		47	1	1	0	1	HINDAWI LTD	LONDON	ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND	1687-7357	1687-7365		ADV HIGH ENERGY PHYS	Adv. High. Energy Phys.		2017	2017								8276534	10.1155/2017/8276534			7	Physics, Particles & Fields	Physics	FA8ZH	WOS:000405734900001		DOAJ Gold			2020-06-27	
J	Yuan, W; Zhang, LF; Fu, MC				Yuan, Wei; Zhang, Li-Fang; Fu, Mingchen			Thinking styles and academic stress coping among Chinese secondary school students	EDUCATIONAL PSYCHOLOGY			English	Article						Thinking styles; academic stress coping; coping assessment; secondary school students	INTELLECTUAL STYLES; PREDICTORS; STRATEGIES; PERSONALITY; BEHAVIOR; LONG	This study investigated the predictive power of thinking styles for academic stress coping. Participants were 563 (280 males, 275 females, 8 gender unspecified) secondary school students in grades 7 through 12 from mainland China. Thinking styles were measured using the Thinking Styles Inventory-Revised II which was based on the theory of mental self-government. Coping strategies were measured by the COPE-Revised, which was derived from Carver's COPE (1989). Results showed that thinking styles had statistically significant predictive power for academic stress-coping strategies beyond age and gender, largely in the expected directions. Theoretical implications for research on intellectual styles and coping are discussed; and some practical implications for school teachers and students are proposed.	[Yuan, Wei; Zhang, Li-Fang; Fu, Mingchen] Univ Hong Kong, Fac Educ, Hong Kong, Hong Kong, Peoples R China; [Yuan, Wei] Cent China Normal Univ, Fac Educ, Luoyu Rd 152, Wuhan, Hubei, Peoples R China	Yuan, W (reprint author), Univ Hong Kong, Fac Educ, Hong Kong, Hong Kong, Peoples R China.; Yuan, W (reprint author), Cent China Normal Univ, Fac Educ, Luoyu Rd 152, Wuhan, Hubei, Peoples R China.	u3002085@hku.hk						50	3	3	1	12	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0144-3410	1469-5820		EDUC PSYCHOL-UK	Educ. Psychol.		2017	37	8			SI		1015	1025		10.1080/01443410.2017.1287343			11	Education & Educational Research; Psychology, Educational	Education & Educational Research; Psychology	FA5GM	WOS:000405471000007					2020-06-27	
J	Peng, YJ; Li, SC				Peng, Yingjun; Li, Shuchao			On the Kirchhoff Index and the Number of Spanning Trees of Linear Phenylenes	MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY			English	Article							NORMALIZED LAPLACIAN SPECTRUM; ECCENTRIC DISTANCE SUM; RESISTANCE-DISTANCE; HEXAGONAL SYSTEMS; EXTREMAL VALUES; WIENER INDEX; GRAPHS; CHAINS; VERTICES	Let L-n be the molecular graph of linear [n]phenylene, and L '(n) the graph obtained by attaching 4-membered cycles to the terminal hexagons of Ln-1. Thus, L '(n) is the molecular graph of the alpha, omega-dicyclobutadieno derivative of [n - 1]phenylene, containing n - 1 hexagons and n squares. In this paper, according to the decomposition theorem of Laplacian polynomial, we obtain that the Laplacian spectrum of L-n consists of the Laplacian spectrum of path P-3n and eigenvalues of a symmetric tridiagonal matrix of order 3n. By applying the relationship between the roots and coefficients of the characteristic polynomial of the above matrix, explicit closed formula of Kirchhoff index and the number of spanning trees of L-n are derived in terms of the Laplacian spectrum. Similarly, explicit closed formula of Kirchhoff index and the number of spanning trees of L '(n) could be obtained as well. Furthermore, it is surprising to find that the Kirchhoff indices of L-n and L '(n) are approximately to one half of their Wiener indices, respectively.	[Peng, Yingjun; Li, Shuchao] Cent China Normal Univ, Fac Math & Stat, Wuhan 430079, Peoples R China; [Peng, Yingjun] Wuhan Polytech Univ, Sch Math & Comp Sci, Wuhan 430023, Peoples R China	Li, SC (reprint author), Cent China Normal Univ, Fac Math & Stat, Wuhan 430079, Peoples R China.	1371360295@qq.com; lscmath@mail.ccnu.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [11271149, 11371062]; Program for New Century Excellent Talents in UniversityProgram for New Century Excellent Talents in University (NCET) [NCET-13-0817]; Basic Scientific Research of Central Colleges [CCNU15A02052]	Financially supported by the National Natural Science Foundation of China (Grant Nos. 11271149, 11371062), the Program for New Century Excellent Talents in University (Grant No. NCET-13-0817) and the Special Fund for Basic Scientific Research of Central Colleges (Grant No. CCNU15A02052).		40	20	20	0	1	UNIV KRAGUJEVAC, FAC SCIENCE	KRAGUJEVAC	PO BOX 60, RADOJA DOMANOVICA 12, KRAGUJEVAC 34000, SERBIA	0340-6253			MATCH-COMMUN MATH CO	Match-Commun. Math. Comput. Chem.		2017	77	3					765	780					16	Chemistry, Multidisciplinary; Computer Science, Interdisciplinary Applications; Mathematics, Interdisciplinary Applications	Chemistry; Computer Science; Mathematics	EX8TP	WOS:000403523400017					2020-06-27	
J	Wang, Y; Mao, MZ; Li, F; Deng, WP; Shen, SW; Jiang, XP				Wang, Yan; Mao, Mingzhi; Li, Fang; Deng, Wenping; Shen, Shaowu; Jiang, Xingpeng			Predicting microbial interactions from time series data with network information	INTERNATIONAL JOURNAL OF DATA MINING AND BIOINFORMATICS			English	Article						microbiome; microbial interactions; vector autoregression model; Laplacian regularisation; coordinate descent; penalty function	VARIABLE SELECTION; REGULARIZATION; SHRINKAGE	The evolution of biotechnological knowledge poses some new challenges to study microbial interactions. Vector autoregressive (VAR) model was proved to be an efficient approach to infer dynamic interactions in biological systems. However, high-throughput metagenomics or 16S-rRNA sequencing data is high dimension, which means that the number of covariates is much larger than the number of observations. Reducing the dimension of data or selecting suitable covariates became a critical component VAR modelling. In this paper, we develop a graph-regularised vector autoregressive model incorporating network information to infer causal relationships among microbial entities. The method not only considers the signs of the network connections among any two covariates, but also constructs a network weighted matrix by microbial topology information. The coordinate descent algorithm for estimating model parameters improves the accuracy of prediction. The experimental results on a time series data set of human gut microbiomes indicate that the proposed approach has better performance than other VAR-based models with penalty functions.	[Wang, Yan; Deng, Wenping] Hubei Univ Chinese Med, Informat Engn Coll, Wuhan 430065, Peoples R China; [Mao, Mingzhi] China Univ Geosci, Sch Math & Phys, Wuhan 430074, Peoples R China; [Li, Fang] Jing De Zhen Ceram Inst, Informat Engn Coll, Jiujiang 333403, Peoples R China; [Shen, Shaowu] Hubei Univ Chinese Med, Informat Engn Coll, Inst Standardizat & Informat Technol, Wuhan 430065, Peoples R China; [Jiang, Xingpeng] Cent China Normal Univ, Sch Comp Sci, Wuhan 430079, Peoples R China	Wang, Y (reprint author), Hubei Univ Chinese Med, Informat Engn Coll, Wuhan 430065, Peoples R China.	shuxuewy2016@hbtcm.edu.cn; mingzhi-mao@163.com; fangli_jci@126.com; chw_dwp@sina.com; SSW6211@163.com; xingpengjiang@gmail.com			Key Project of Natural Science Foundation of ChinaNational Natural Science Foundation of China [61532008]; Hubei University of Chinese Medicine Yong Plan [2016ZZX024]; international cooperation project of Hubei Province [2014BHE0017]	The research is supported by the Key Project of Natural Science Foundation of China (No. 61532008), Hubei University of Chinese Medicine Yong Plan (2016ZZX024) and the international cooperation project of Hubei Province (No. 2014BHE0017).		26	0	0	3	19	INDERSCIENCE ENTERPRISES LTD	GENEVA	WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND	1748-5673	1748-5681		INT J DATA MIN BIOIN	Int. J. Data Min. Bioinform.		2017	17	2					97	114		10.1504/IJDMB.2017.084260			18	Mathematical & Computational Biology	Mathematical & Computational Biology	EW8JR	WOS:000402765500001					2020-06-27	
J	Cheng, L; Wang, SH; Peng, K; Liao, XM				Cheng, Liang; Wang, Shao-Hui; Peng, Kang; Liao, Xiao-Mei			Long-Term Impairment of Sound Processing in the Auditory Midbrain by Daily Short-Term Exposure to Moderate Noise	NEURAL PLASTICITY			English	Article							INDUCED HEARING-LOSS; DEPENDENT REFINEMENT; INFERIOR COLLICULUS; EVOKED-RESPONSES; COCHLEAR NUCLEUS; CORTEX; DAMAGE; RAT; SPECIFICITY; MODULATION	Most citizen people are exposed daily to environmental noise at moderate levels with a short duration. The aim of the present study was to determine the effects of daily short-term exposure to moderate noise on sound level processing in the auditory midbrain. Sound processing properties of auditory midbrain neurons were recorded in anesthetized mice exposed to moderate noise (80 dB SPL, 2 h/d for 6 weeks) and were compared with those from age-matched controls. Neurons in exposed mice had a higher minimum threshold and maximum response intensity, a longer first spike latency, and a higher slope and narrower dynamic range for rate level function. However, these observed changes were greater in neurons with the best frequency within the noise exposure frequency range compared with those outside the frequency range. These sound processing properties also remained abnormal after a 12-week period of recovery in a quiet laboratory environment after completion of noise exposure. In conclusion, even daily short-term exposure to moderate noise can cause long-term impairment of sound level processing in a frequency-specific manner in auditory midbrain neurons.	[Cheng, Liang; Wang, Shao-Hui; Peng, Kang; Liao, Xiao-Mei] Cent China Normal Univ, Sch Life Sci, Wuhan 430079, Peoples R China; [Cheng, Liang; Wang, Shao-Hui; Peng, Kang; Liao, Xiao-Mei] Cent China Normal Univ, Hubei Key Lab Genet Regulat & Integrat Biol, Wuhan 430079, Peoples R China; [Cheng, Liang] Cent China Normal Univ, Sch Psychol, Wuhan 430079, Peoples R China; [Cheng, Liang] Cent China Normal Univ, Minist Educ, Key Lab Adolescent Cyberpsychol & Behav, Wuhan 430079, Peoples R China; [Cheng, Liang] Cent China Normal Univ, Inst Publ Hlth & Mol Med Anal, Wuhan 430079, Peoples R China	Liao, XM (reprint author), Cent China Normal Univ, Sch Life Sci, Wuhan 430079, Peoples R China.; Liao, XM (reprint author), Cent China Normal Univ, Hubei Key Lab Genet Regulat & Integrat Biol, Wuhan 430079, Peoples R China.	liaodebox@mail.ccnu.edu.cn			National Science Foundation of ChinaNational Natural Science Foundation of China [31300914]; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2013M531719, 2014T70716]; CCNU of MOE [CCNU16JCZX11, CCNU15A02024, CCNU15A02029]	This work is supported by grants from National Science Foundation of China (no. 31300914) and China Postdoctoral Science Foundation (no. 2013M531719 and no. 2014T70716) and the self-determined research funds of CCNU from the college's basic research and operation of MOE (CCNU16JCZX11, CCNU15A02024, and CCNU15A02029).		48	1	1	1	4	HINDAWI LTD	LONDON	ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND	2090-5904	1687-5443		NEURAL PLAST	Neural. Plast.		2017	2017								3026749	10.1155/2017/3026749			10	Neurosciences	Neurosciences & Neurology	EW3GF	WOS:000402382800001	28589040	DOAJ Gold, Green Published			2020-06-27	
