PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Zhang, HZ; Chen, XF; Hirano, T; Wang, EK; Wang, XN				Zhang, Hanzhong; Chen, Xiao-Fang; Hirano, Tetsufumi; Wang, Enke; Wang, Xin-Nian			Suppression of high p(T) hadrons in Pb plus Pb collisions at root s=2.76 TeV	JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS			English	Article							MULTIPLE PARTON SCATTERING; NUCLEI	The nuclear modification factor R-AA(p(T)) for large p(T) hadrons in central Pb + Pb collisions at root s = 2.76 TeV/eta is calculated within the next-to-leading order perturbative QCD parton model with medium-modified fragmentation functions and agree well with the new data. The jet transport parameter that controls medium modification is assumed to be proportional to the initial parton density and the coefficient is fixed by the RHIC data. The charged hadron multiplicity dN(ch)/d eta = 1584 +/- 80 in central Pb + Pb collisions from the ALICE experiment at the LHC is used to determine both the jet transport parameter and the initial condition for (3+1)D ideal hydrodynamic evolution of the bulk matter that is employed for the calculation of R-AA (p(T)).	[Zhang, Hanzhong; Chen, Xiao-Fang; Wang, Enke; Wang, Xin-Nian] Cent China Hua Zhong Normal Univ, Inst Particle Phys, Wuhan 430079, Peoples R China; [Hirano, Tetsufumi] Univ Tokyo, Dept Phys, Tokyo 1130033, Japan; [Hirano, Tetsufumi; Wang, Xin-Nian] Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Div Nucl Sci, Berkeley, CA 94720 USA	Zhang, HZ (reprint author), Cent China Hua Zhong Normal Univ, Inst Particle Phys, Wuhan 430079, Peoples R China.	zhanghz@iopp.ccnu.edu.cn	Hirano, Tetsufumi/AAI-4431-2020	Hirano, Tetsufumi/0000-0002-0868-967X; Wang, Xin-Nian/0000-0002-9734-9967	NSFC of ChinaNational Natural Science Foundation of China [10825523, 10875052]; MOEMinistry of Education, SingaporeMinistry of Higher Education & Scientific Research (MHESR); SAFEA of China [PITDU-B08033]; Office of Energy Research, Office of High Energy and Nuclear Physics, Divisions of Nuclear Physics, of the US Department of EnergyUnited States Department of Energy (DOE) [DE-AC02-05CH11231]; JET Collaboration; Japan Society for the Promotion of ScienceMinistry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science [213383];  [11020101060];  [22740151]	This work was supported by NSFC of China under project nos 10825523, 10875052 and Key grant no 11020101060, and by MOE and SAFEA of China under project no PITDU-B08033, and by the Director, Office of Energy Research, Office of High Energy and Nuclear Physics, Divisions of Nuclear Physics, of the US Department of Energy under contract no DE-AC02-05CH11231 and with the framework of the JET Collaboration, and grant through Grant-in-Aid for Scientific Research no 22740151 and through the Excellent Young Researchers Oversea Visit Program (no 213383) of the Japan Society for the Promotion of Science.		31	0	0	0	2	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	0954-3899	1361-6471		J PHYS G NUCL PARTIC	J. Phys. G-Nucl. Part. Phys.	DEC	2011	38	12							124115	10.1088/0954-3899/38/12/124115			4	Physics, Nuclear; Physics, Particles & Fields	Physics	946SP	WOS:000304375300115					2020-06-27	
J	Zhang, X				Zhang, X.		ALICE Collaboration	Heavy flavour production in the semi-muonic channel at forward rapidity in pp collisions at root s=7 TeV and Pb-Pb collisions at root s(NN)=2.76 TeV with ALICE	JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS			English	Article							MODEL	Heavy quark production is measured in the single-muon decay channel with the ALICE muon spectrometer. We present the differential production cross section of muons from heavy flavour decay at forward rapidity (2.5 < y < 4) in pp collisions at root s = 7 TeV and comparisons to perturbative QCD predictions. The analysis of the inclusive muon production in Pb-Pb collisions at root s(NN) = 2.76 TeV is described as well, and special attention is given to preliminary results on the nuclear modification factor.	[Zhang, X.] Univ Clermont Ferrand, Lab Phys Corpusculaire, Clermont Univ, CNRS IN2P3, Clermont Ferrand, France; Cent China Normal Univ, Inst Particle Phys, Wuhan, Peoples R China	Zhang, X (reprint author), Univ Clermont Ferrand, Lab Phys Corpusculaire, Clermont Univ, CNRS IN2P3, Clermont Ferrand, France.	xiaoming.zhang@clermont.in2p3.fr	Barbera, Roberto/G-5805-2012	Barbera, Roberto/0000-0001-5971-6415	NSFCNational Natural Science Foundation of China [10875051, 11020101060]; Program of Introducing Talents of Discipline to Universities of China [B08033]; Science and Technology Department of Hubei Province [2009BFA010]; (Key Project) of China [CCNU09C01002]	This work is supported partly by the NSFC (10875051, key grant no 11020101060), the Program of Introducing Talents of Discipline to Universities of China: B08033, the Program of the Science and Technology Department of Hubei Province (2009BFA010) and CCNU09C01002 (Key Project) of China.		11	5	5	0	1	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	0954-3899	1361-6471		J PHYS G NUCL PARTIC	J. Phys. G-Nucl. Part. Phys.	DEC	2011	38	12							124067	10.1088/0954-3899/38/12/124067			4	Physics, Nuclear; Physics, Particles & Fields	Physics	946SP	WOS:000304375300068					2020-06-27	
J	Yuan, FY; Liu, JL; Guo, Y; Tan, C; Fu, SL; Zhao, J; Chen, HC; Bei, WC				Yuan, Fangyan; Liu, Jinlin; Guo, Yi; Tan, Chen; Fu, Shulin; Zhao, Jin; Chen, Huanchun; Bei, Weicheng			Influences of ORF1 on the Virulence and Immunogenicity of Actinobacillus pleuropneumoniae	CURRENT MICROBIOLOGY			English	Article							PORCINE PLEUROPNEUMONIA; RTX TOXINS; VACCINE; APXIVA	Actinobacillus pleuropneumoniae is a Gram-negative pathogen that causes porcine pleuropneumonia. The pathogenicity of A. pleuropneumoniae is strongly correlated with the production of active repeat-in-toxin (RTX) proteins such as ApxIVA. We evaluated the contribution of a potential ApxIVA activator, ORF1, to the virulence and immunogenicity of A. pleuropneumoniae in pigs. The orf1 gene in A. pleuropneumoniae SLW03 (serovar 1, Delta apxIC Delta apxIIC) was deleted, producing strain SLW05 (Delta apxIC Delta apxIIC Delta orf1). The virulence of strains SLW03 and SLW05 was compared in pigs. Clinical signs and pulmonary lesions induced by strain SLW05 were slighter than that of strain SLW03 (P < 0.05). The immunogenicity and protective efficacy of strains SLW03 and SLW05 were similar. All pigs immunized with strain SLW03 or SLW05 developed high antibody titers against ApxIA, ApxIIA, and ApxIVA before challenge. Two weeks after a second immunization, pigs were challenged intratracheally with either a fully virulent A. pleuropneumoniae serovar 1 or serovar 3 strain. Vaccination with strains SLW03 or SLW05 provided significantly greater protection compared to the negative control (P < 0.01). Immunized pigs displayed significantly fewer clinical signs and lower lung lesion scores than non-immunized pigs. These results suggested that ORF1 plays an important role in the development of ApxIVA toxicity. Furthermore, strain SLW05 is a highly attenuated strain able to induce protective immunity against A. pleuropneumoniae infection.	[Yuan, Fangyan; Guo, Yi; Tan, Chen; Fu, Shulin; Chen, Huanchun; Bei, Weicheng] Huazhong Agr Univ, Div Anim Infect Dis, Coll Anim Sci & Vet Med, State Key Lab Agr Microbiol, Wuhan 430070, Hubei, Peoples R China; [Yuan, Fangyan] Hubei Acad Agr Sci, Inst Anim Husb & Vet Sci, Hubei Key Lab Anim Embryo & Mol Breeding, Wuhan 430064, Peoples R China; [Liu, Jinlin; Zhao, Jin] Cent China Normal Univ, Coll Life Sci, Wuhan 430079, Hubei, Peoples R China	Bei, WC (reprint author), Huazhong Agr Univ, Div Anim Infect Dis, Coll Anim Sci & Vet Med, State Key Lab Agr Microbiol, Wuhan 430070, Hubei, Peoples R China.	beiwc@mail.hzau.edu.cn			National Nature Science Foundation of ChinaNational Natural Science Foundation of China [30970109]; National Programs for High Technology Research [2011AA10A210]; Foundation of State Key Laboratory of Agricultural Microbiology [AMLKF201006]; Hubei Key Laboratory of Animal Embryo Engineering and Molecular Breeding [20102D154]	This study is supported by grants from National Nature Science Foundation of China (No. 30970109), National Programs for High Technology Research (No. 2011AA10A210), the Foundation of State Key Laboratory of Agricultural Microbiology (No. AMLKF201006), and Hubei Key Laboratory of Animal Embryo Engineering and Molecular Breeding (20102D154).		22	5	7	1	14	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0343-8651			CURR MICROBIOL	Curr. Microbiol.	DEC	2011	63	6					574	580		10.1007/s00284-011-0016-0			7	Microbiology	Microbiology	913AJ	WOS:000301843400010	21964939				2020-06-27	
J	Zhao, FZ; Kang, YB; Li, R; Xiao, Y				Zhao, Fuzhe; Kang, Yuanbing; Li, Ru; Xiao, Yang			Dynamic Tuning Parameter for the Stability of FAST TCP	INFORMATION-AN INTERNATIONAL INTERDISCIPLINARY JOURNAL			English	Article; Proceedings Paper	International Conference on Computer-Aided Material and Engineering (ICCME)	MAR 09-11, 2011	Hangzhou, PEOPLES R CHINA	Zhejiang Econom & Trade Polytechn, Inst Elect & Informat Technol		FAST TCP; Stability; Parameter tuning; Dynamic		This paper presents a novel technique for dynamic selection of parameters for the stability of FAST TCP. Previous methods have been static based on the continuous time model in the presence of cross traffics as well as network feedback delays. However, it has a serious drawback. A dynamic tuning parameter approach is explored in this paper. The asymptotic stability condition of FAST TCP is derived by applying control theoretical approach. The range of parameter r is obtained for improving the stability of FAST TCP. The ns2 simulations demonstrate the theoretical results.	[Zhao, Fuzhe; Li, Ru] Cent China Normal Univ, Dept Comp Sci, Wuhan, Peoples R China; [Kang, Yuanbing] Henan Econ & Trade Vocat Coll, Dept Informat & Management, Zhengzhou, Henan, Peoples R China; [Xiao, Yang] Univ Alabama, Dept Comp Sci, Tuscaloosa, AL 35487 USA	Zhao, FZ (reprint author), Cent China Normal Univ, Dept Comp Sci, Wuhan, Peoples R China.	zhaofzh@mail.ccnu.edu.cn	Xiao, Yang/AAE-6715-2019					9	0	0	0	1	INT INFORMATION INST	TOKYO	FAC ENG, HOSEI UNIV, KOGANEI, TOKYO, 184-8584, JAPAN	1343-4500	1344-8994		INFORMATION-TOKYO	Information	DEC	2011	14	12			SI		3921	3927					7	Engineering, Multidisciplinary	Engineering	896SR	WOS:000300592200008					2020-06-27	
J	Dai, ZX; Chen, H; Liu, MG; Ding, MW				Dai, Zhong-Xu; Chen, Hong; Liu, Ming-Guo; Ding, Ming-Wu			Efficient synthesis of thieno[2,3-d]pyrimidin-4(3H)-ones by a sequential aza-Wittig reaction/base catalyzed cyclization	HETEROCYCLIC COMMUNICATIONS			English	Article						aza-Wittig reaction; carbodiimide; iminophosphorane; thieno[2,3-d]pyrimidin-4(3H)-one	WITTIG/HETEROCUMULENE-MEDIATED ANNULATION; SELECTIVE SYNTHESIS; ANTAGONISTS; ANALOGS; FACILE; POTENT; AGENTS	7-Benzyl-5,6,7,8-tetrahydropyrido[4',3':4,5] thieno[2,3-d] pyrimidin-4(3H)-ones were synthesized by base catalyzed reactions of nucleophilic reagents (aliphatic amines, alcohols or phenols) with carbodiimides 4, which in turn were obtained by the aza-Wittig reaction of iminophosphoranes 3 with aromatic isocyanates.	[Dai, Zhong-Xu; Chen, Hong; Liu, Ming-Guo] China Three Gorges Univ, Hubei Key Lab Nat Prod Res & Dev, Yichang 443002, Peoples R China; [Ding, Ming-Wu] Cent China Normal Univ, Minist Educ, Key Lab Pesticide & Chem Biol, Wuhan 430079, Peoples R China	Chen, H (reprint author), China Three Gorges Univ, Hubei Key Lab Nat Prod Res & Dev, Yichang 443002, Peoples R China.	chenhong3736@sina.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [21102084]; Science Foundation of Hubei Province Education Department, China [D20091301]; Excellent Fund for Scientific Research and Special Projects in China Three Gorges University, China [KJ2009B004]	We gratefully acknowledge financial support of this work by the National Natural Science Foundation of China (Project No. 21102084); the Science Foundation of Hubei Province Education Department, China (Project No. D20091301); Excellent Fund for Scientific Research and Special Projects in China Three Gorges University, China (Project No. KJ2009B004).		24	3	3	0	10	WALTER DE GRUYTER & CO	BERLIN	GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY	0793-0283			HETEROCYCL COMMUN	Heterocycl. Commun.	DEC	2011	17	5-6					197	201		10.1515/HC.2011.049			5	Chemistry, Organic	Chemistry	890NG	WOS:000300150800008					2020-06-27	
J	Lu, HH; Tan, F; Xiao, WJ				Lu, Hai-Hua; Tan, Fen; Xiao, Wen-Jing			Enantioselective Organocatalytic Friedel-Crafts Alkylations	CURRENT ORGANIC CHEMISTRY			English	Article						Organocatalysis; friedel-crafts alkylation; iminium catalysis; SOMO catalysis; hydrogen-bonding catalysis	NON-BIARYL ATROPISOMERS; INDOLE ALKYLATIONS; ORGANIC CATALYSIS; ALPHA-ARYLATION; DIELS-ALDER; CONSTRUCTION; DERIVATIVES; IMINES; 4,7-DIHYDROINDOLES; CYCLIZATION	Over the last few decades, the catalytic asymmetric Friedel-Crafts alkylation has become a powerful strategy that provides enantioenriched structural motifs of established value in medicinal chemistry or complex target synthesis. While the traditionally chiral Lewis-acid catalyzed Friedel-Crafts alkylation has been extensively reviewed in the literature, we focused this review on the recent advances on organocatalytic Friedel-Crafts alkylations. According to activation modes, this review is divided into three main sections, including 1) alkylations via iminium catalysis, 2) alkylations via SOMO catalysis, and 3) alkylations by chiral hydrogen-bond donors.	[Lu, Hai-Hua; Tan, Fen; Xiao, Wen-Jing] Cent China Normal Univ, Key Lab Pesticide & Chem Biol, Coll Chem, Minist Educ, Wuhan 430079, Hubei, Peoples R China	Xiao, WJ (reprint author), Cent China Normal Univ, Key Lab Pesticide & Chem Biol, Coll Chem, Minist Educ, 152 Luoyu Rd, Wuhan 430079, Hubei, Peoples R China.	wxiao@mail.ccnu.edu.cn	Xiao, Wen-Jing/N-4581-2013; Lu, Haihua/K-1299-2013; Lu, Haihua/F-2766-2015; Xiao, Wen-Jing/D-3038-2015	Lu, Haihua/0000-0003-3604-7145; 	National Science Foundation of ChinaNational Natural Science Foundation of China [20872043]; Wuhan Municipality [200851430486]	We are grateful to the National Science Foundation of China (20872043) and the Program for Academic Leader in Wuhan Municipality (200851430486) for support of this research.		95	26	26	1	46	BENTHAM SCIENCE PUBL LTD	SHARJAH	EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, 1200 BR SHARJAH, U ARAB EMIRATES	1385-2728	1875-5348		CURR ORG CHEM	Curr. Org. Chem.	DEC	2011	15	24					4022	4045		10.2174/138527211798109196			24	Chemistry, Organic	Chemistry	883PI	WOS:000299645800002					2020-06-27	
J	Liu, CC; Yu, LP; Liu, Y; Li, F; Zhou, M				Liu, Chenchen; Yu, Linpo; Liu, Yang; Li, Fang; Zhou, Ming			NMR study on iridium(III) complexes for identifying disulfonate substituted bathophenanthroline regio-isomers	MAGNETIC RESONANCE IN CHEMISTRY			English	Article						NMR; 1H NMR; 13C NMR; gHSQC; gHMBC; gCOSY; NOESY; bathophenanthroline; iridium(III) complexes	SULFONATE; IRON	A series of novel biscyclometalated iridium (III) complexes with an ancillary disulfonated bathophenanthroline (DSBP2-) ligand, Ir(L)2DSBPNa, L=2-phenylpyridine (ppy), 2,4-difluorophenylpyridine (fppy), and 1-phenylisoquinoline (piq) were found to have two isomeric forms. The chemical structures of the isomers were determined by the one- and two-dimensional 1H and 13C NMR studies. The isomeric state was proved to have originated from the disulfonate-related regio-isomer of the DSBP2- ligand. Copyright (c) 2011 John Wiley & Sons, Ltd.	[Liu, Chenchen; Yu, Linpo; Liu, Yang; Zhou, Ming] Chinese Acad Sci, Suzhou Inst Nanotech & Nanobion, Ctr Vitro Diagnost Technol, Suzhou 215123, Jiangsu, Peoples R China; [Liu, Chenchen; Li, Fang] Cent China Normal Univ, Coll Chem, Key Lab Pesticide & Chem Biol, Wuhan 430079, Hubei, Peoples R China; [Zhou, Ming] SunaTech Inc, BioBay, Suzhou 215123, Jiangsu, Peoples R China	Zhou, M (reprint author), Chinese Acad Sci, Suzhou Inst Nanotech & Nanobion, Ctr Vitro Diagnost Technol, 398 Ruoshui Rd,Suzhou Ind Pk, Suzhou 215123, Jiangsu, Peoples R China.	mzhou2007@sinano.ac.cn	Liu, Yang/A-4283-2009; Yu, Linpo/E-9864-2011	Yu, Linpo/0000-0002-9103-9044	National Science Foundation of China (NSFC)National Natural Science Foundation of China [20975074]	The financial support from National Science Foundation of China (NSFC) under project No. 20975074 is gratefully acknowledged.		16	6	6	0	3	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0749-1581	1097-458X		MAGN RESON CHEM	Magn. Reson. Chem.	DEC	2011	49	12					816	823		10.1002/mrc.2815			8	Chemistry, Multidisciplinary; Chemistry, Physical; Spectroscopy	Chemistry; Spectroscopy	862ND	WOS:000298098000009	22076838				2020-06-27	
J	Jia, FL; Wang, FF; Lin, Y; Zhang, LZ				Jia, Falong; Wang, Fangfang; Lin, Yun; Zhang, Lizhi			Microwave-Induced Formation of Platinum Nanostructured Networks with Superior Electrochemical Activity and Stability	CHEMISTRY-A EUROPEAN JOURNAL			English	Article						crystal growth; electrocatalysis; microwave chemistry; nanostructures; platinum	FREE NONAQUEOUS SYNTHESIS; OXYGEN-REDUCTION; SURFACE-AREA; NANOTUBES; NANOPARTICLES; ELECTROCATALYSIS; FABRICATION; GROWTH	Platinum nanostructured networks (PNNs) can be synthesized through the chemical reduction of H2PtCl6 by benzyl alcohol under microwave irradiation without the introduction of any surfactants, templates, or seeds. The synthesis route utilizes benzyl alcohol as both the reductant and the structure-directing agent, and thus, the process is particularly simple and highly repeatable. The formation of the PNN structure was ascribed to the collision-induced fusion of Pt nanocrystals owing to the cooperative functions of microwave irradiation and benzyl alcohol. Compared with a commercial Pt/C catalyst, the as-prepared PNNs possessed superior electrochemical activity and stability on the oxidation of methanol because of the unique 3D nanostructured networks and abundant defects formed during the assembly process. This study may provide a facile microwave-induced approach for the synthesis of other 3D nanostructured noble metals or their alloys.	[Jia, Falong; Wang, Fangfang; Lin, Yun; Zhang, Lizhi] Cent China Normal Univ, Coll Chem, Minist Educ, Key Lab Pesticide & Chem Biol, Wuhan 430079, Peoples R China	Zhang, LZ (reprint author), Cent China Normal Univ, Coll Chem, Minist Educ, Key Lab Pesticide & Chem Biol, Wuhan 430079, Peoples R China.	zhanglz@mail.ccnu.edu.cn	Jia, Falong/J-9787-2013	Jia, Falong/0000-0002-5495-4948	National Basic Research Program of China (973 Program)National Basic Research Program of China [2007CB613301]; National Science Foundation of ChinaNational Natural Science Foundation of China [21073069, 21073070, 91023010]; Program for Innovation Team of Hubei Province [2009CDA048]; CCNU [CCNU09C01009]; CCNU from the Colleges' Basic Research and Operation of MOEMinistry of Education, Singapore; National Science Foundation of Hubei Province [2010CDB04004]; Program for Changjiang Scholars and Innovative Research Team in UniversityProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT) [IRT0953]	This work was supported by the National Basic Research Program of China (973 Program) (Grant 2007CB613301), National Science Foundation of China (Grants 21073069, 21073070, and 91023010), Program for Innovation Team of Hubei Province (Grant 2009CDA048), Self-Determine Research Funds of CCNU (Grant CCNU09C01009), Self-Determine Research Funds of CCNU from the Colleges' Basic Research and Operation of MOE, National Science Foundation of Hubei Province (Grant 2010CDB04004), and Program for Changjiang Scholars and Innovative Research Team in University (Grant IRT0953).		31	17	17	0	31	WILEY-V C H VERLAG GMBH	WEINHEIM	POSTFACH 101161, 69451 WEINHEIM, GERMANY	0947-6539	1521-3765		CHEM-EUR J	Chem.-Eur. J.	DEC	2011	17	51					14603	14610		10.1002/chem.201101179			8	Chemistry, Multidisciplinary	Chemistry	868RN	WOS:000298542300032	22076966				2020-06-27	
J	Tian, Z				Tian, Zhang			The Communal Ethics in Saul Bellow's Henderson the Rain King	FOREIGN LITERATURE STUDIES			Chinese	Article						Saul Bellow; Henderson the Rain King; Jewish ethics; community		Due to its uncertainty in subject matter and unfamiliarity in setting, Saul Bellow's fifth novel Henderson the Rain King is regarded as most confusing and least discussed one. As remarked by Irving Howe as a writer who "draws upon the richest Jewish culture", Bellow makes a good combination of the Jewish ethical tradition with his literary imagination of Africa which may find sources in his anthropological education background. The vivid African tribal setting differs so much from those settings revealed in his other novels. In the juxtaposition of a variety of themes: life and death, civilization and backwardness, human beings and animals, Bellow's humanistic view is highlighted. The panorama of animals metaphorically embodies Bellow's concerns over species equality and his hope of setting up a new community with all creatures living in peace, which transcends cultural, racial and species boundary.	Cent China Normal Univ, Sch Foreign Languages, Wuhan 430079, Peoples R China	Tian, Z (reprint author), Cent China Normal Univ, Sch Foreign Languages, Wuhan 430079, Peoples R China.	zhangtian@mail.ccnu.edu.cn						9	0	0	0	0	CENTRAL CHINA NORMAL UNIV	WUHAN	152 LUOYU RD, WUHAN, 430079, PEOPLES R CHINA	1003-7519			FOREIGN LIT STUD	Foreign Lit. Stud.	DEC	2011	33	6					105	110					6	Literature	Literature	879XB	WOS:000299365100014					2020-06-27	
J	Zhang, LQ				Zhang Lianqiao			Studies of Albee's Dramatic Creation and His Role as a Stage Director: A Review of Rakesh Herald Solomon's Albee in Performance	FOREIGN LITERATURE STUDIES			Chinese	Review						Albee in Performance; drama director; comment		Albee in Performance mainly studies Albee's contribution as a theater director. For over three decades, Solomon has kept a close contact with Albee, doing interviews and recordings. This book evaluates objectively, impartially, and thoroughly Albee's dramatic conception and his talent as a director. In doing so, it highlights four combinations, namely, the combination of drama writing and theatre director, the combination of works' studies and biography, the combination of performance observation and backstage interviews, and the combination of literary notes and pictorial illustrations,thus opening new lines of investigating Albee. This book has four enlightenments for Albee study in China: to promote the translation work of Albee's drama, to increase the monographic studies of Albee's drama, to encourage the stage performance of Albee's drama and to preserve the performance data and performance reviews.	[Zhang Lianqiao] Tongren Coll Guizhou, Tongren 554300, Peoples R China; [Zhang Lianqiao] Cent China Normal Univ, Wuhan 430079, Peoples R China	Zhang, LQ (reprint author), Tongren Coll Guizhou, Tongren 554300, Peoples R China.	lianqiaozh@yahoo.com.cn						1	0	0	0	0	CENTRAL CHINA NORMAL UNIV	WUHAN	152 LUOYU RD, WUHAN, 430079, PEOPLES R CHINA	1003-7519			FOREIGN LIT STUD	Foreign Lit. Stud.	DEC	2011	33	6					164	167					4	Literature	Literature	879XB	WOS:000299365100023					2020-06-27	
