PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Lu, JF; Zhang, H; Wu, JS; Yao, CJ; Zhuang, DX; Qiu, TM; Jia, WB; Mao, Y; Zhou, LF				Lu, Jun-Feng; Zhang, Han; Wu, Jin-Song; Yao, Cheng-Jun; Zhuang, Dong-Xiao; Qiu, Tian-Ming; Jia, Wen-Bin; Mao, Ying; Zhou, Liang-Fu			"Awake" intraoperative functional MRI (ai-fMRI) for mapping the eloquent cortex: Is it possible in awake craniotomy?	NEUROIMAGE-CLINICAL			English	Article						Functional magnetic resonance imaging (fMRI); Intraoperative magnetic resonance imaging; Tumor; Awake surgery; Intraoperative functional mapping; Surgical planning	BRAIN SHIFT; LOW-FIELD; PRELIMINARY EXPERIENCE; GLIOMA REMOVAL; RESONANCE; RESECTION; NEURONAVIGATION; DEFORMATION; COMPENSATION; LANGUAGE	As a promising noninvasive imaging technique, functional MRI (fMRI) has been extensively adopted as a functional localization procedure for surgical planning. However, the information provided by preoperative fMRI (pre-fMRI) is hampered by the brain deformation that is secondary to surgical procedures. Therefore, intraoperative fMRI (i-fMRI) becomes a potential alternative that can compensate for brain shifts by updating the functional localization information during craniotomy. However, previous i-fMRI studies required that patients be under general anesthesia, preventing the wider application of such a technique as the patients cannot perform tasks unless they are awake. In this study, we propose a new technique that combines awake surgery and i-fMRI, named "awake" i-fMRI (ai-fMRI). We introduced ai-fMRI to the real-time localization of sensorimotor areas during awake craniotomy in seven patients. The results showed that ai-fMRI could successfully detect activations in the bilateral primary sensorimotor areas and supplementary motor areas for all patients, indicating the feasibility of this technique in eloquent area localization. The reliability of ai-fMRI was further validated using intraoperative stimulation mapping (ISM) in two of the seven patients. Comparisons between the pre-fMRI-derived localization result and the ai-fMRI derived result showed that the former was subject to a heavy brain shift and led to incorrect localization, while the latter solved that problem. Additionally, the approaches for the acquisition and processing of the ai-fMRI data were fully illustrated and described. Some practical issues on employing ai-fMRI in awake craniotomy were systemically discussed, and guidelines were provided. (C) 2012 The Authors. Published by Elsevier Inc. Open access under CC BY license.	[Lu, Jun-Feng; Wu, Jin-Song; Yao, Cheng-Jun; Zhuang, Dong-Xiao; Qiu, Tian-Ming; Mao, Ying; Zhou, Liang-Fu] Fudan Univ, Huashan Hosp, Dept Neurosurg, Shanghai 200040, Peoples R China; [Zhang, Han; Jia, Wen-Bin] Hangzhou Normal Univ, Ctr Cognit & Brain Disorders, Hangzhou 310015, Zhejiang, Peoples R China	Zhou, LF (reprint author), Huashan Hosp, Dept Neurosurg, Wulumuqi Middle Rd 12, Shanghai 200040, Peoples R China.	lfzhouc@126.com	Qiu, Tianming/AAF-7597-2020	Zhang, Han/0000-0002-6645-8810	Ministry of Health of China; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [81071117, 81171295, 81271517, 81201156]; Shanghai Municipal Health Bureau [XBR2011022]	This work was supported by the Ministry of Health of China (2010-2012), the National Natural Science Foundation of China (Project nos. 81071117, 81171295, 81271517, and 81201156) and the Shanghai Municipal Health Bureau (XBR2011022). The authors would like to thank the nurses (Qiu-Yue Wu, Chun-Mei Li, Ye Wang) and MRI technician (Zhong Yang) of our team for their invaluable cooperation during the complex procedures; Jian-Bing Shi for technical support of neuronavigation and Geng Xu for intraoperative neurophysiological support.		47	12	13	0	4	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	2213-1582			NEUROIMAGE-CLIN	NeuroImage-Clin.		2013	2						132	142		10.1016/j.nicl.2012.12.002			11	Neuroimaging	Neurosciences & Neurology	V37LH	WOS:000209276800015	24179766	DOAJ Gold, Green Published			2020-06-29	
J	Zhao, JP; Liu, Q; Zhang, HL; Jia, Q; Hong, YG; Liu, YL				Zhao, Jinping; Liu, Qi; Zhang, Haili; Jia, Qi; Hong, Yiguo; Liu, Yule			The Rubisco Small Subunit Is Involved in Tobamovirus Movement and Tm-2(2)-Mediated Extreme Resistance	PLANT PHYSIOLOGY			English	Article							TOBACCO-MOSAIC-VIRUS; CELL-TO-CELL; GREEN FLUORESCENT PROTEIN; TRANSGENIC POTATO PLANTS; LONG-DISTANCE MOVEMENT; SIZE-EXCLUSION LIMIT; MEDIATED RESISTANCE; CARBON METABOLISM; ENDOPLASMIC-RETICULUM; COP9 SIGNALOSOME	The multifunctional movement protein (MP) of Tomato mosaic tobamovirus (ToMV) is involved in viral cell-to-cell movement, symptom development, and resistance gene recognition. However, it remains to be elucidated how ToMV MP plays such diverse roles in plants. Here, we show that ToMV MP interacts with the Rubisco small subunit (RbCS)of Nicotiana benthamiana in vitro and in vivo. In susceptible N. benthamiana plants, silencing of NbRbCS enabled ToMV to induce necrosis in inoculated leaves, thus enhancing virus local infectivity. However, the development of systemic viral symptoms was delayed. In transgenic N. benthamiana plants harboring Tobacco mosaic virus resistance-2(2) (Tm-2(2)), which mediates extreme resistance to ToMV, silencing of NbRbCS compromised Tm-2(2)-dependent resistance. ToMV was able to establish efficient local infection but was not able to move systemically. These findings suggest that NbRbCS plays a vital role in tobamovirus movement and plant antiviral defenses.	[Zhao, Jinping; Liu, Qi; Zhang, Haili; Jia, Qi; Liu, Yule] Tsinghua Univ, Sch Life Sci, Minist Educ, Key Lab Bioinformat, Beijing 100084, Peoples R China; [Hong, Yiguo] Hangzhou Normal Univ, Sch Life & Environm Sci, Res Ctr Plant RNA Signaling, Hangzhou 310036, Zhejiang, Peoples R China	Liu, YL (reprint author), Tsinghua Univ, Sch Life Sci, Minist Educ, Key Lab Bioinformat, Beijing 100084, Peoples R China.	yuleliu@mail.tsinghua.edu.cn	Liu, Yule/E-5700-2010; Zhao, Jinping/N-7342-2013; Hong, Yiguo/AAI-2303-2020	Liu, Yule/0000-0002-4423-6045; Zhao, Jinping/0000-0003-3580-0895; Liu, Qi/0000-0001-7769-2648	National Basic Research Program of ChinaNational Basic Research Program of China [2011CB910100]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China [31270182, 31000838]	This work was supported by the National Basic Research Program of China (grant no. 2011CB910100) and the National Natural Science Foundation of China (grant nos. 31270182 and 31000838).		68	45	48	1	49	AMER SOC PLANT BIOLOGISTS	ROCKVILLE	15501 MONONA DRIVE, ROCKVILLE, MD 20855 USA	0032-0889			PLANT PHYSIOL	Plant Physiol.	JAN	2013	161	1					374	383		10.1104/pp.112.209213			10	Plant Sciences	Plant Sciences	062ZP	WOS:000312964000030	23148080	Green Published, Bronze			2020-06-29	
J	Xing, CY; Zhao, MM; Zhao, LP; You, JC; Cao, XJ; Li, YJ				Xing, Chenyang; Zhao, Mengmeng; Zhao, Liping; You, Jichun; Cao, Xiaojun; Li, Yongjin			Ionic liquid modified poly(vinylidene fluoride): crystalline structures, miscibility, and physical properties	POLYMER CHEMISTRY			English	Article							MULTIWALLED CARBON NANOTUBES; PIEZOELECTRIC BETA POLYMORPH; MELTING-POINT DEPRESSION; NANOCOMPOSITES; MORPHOLOGY; PHASE; TEMPERATURE; BEHAVIOR; BLENDS; PLASTICIZERS	A room temperature ionic liquid (IL), 1-butyl-3-methylimidazolium hexafluorophosphate [BMIM][PF6], has been used to modify poly(vinylidene fluoride) (PVDF). The crystalline structures, miscibility, and physical properties of PVDF/IL blends were investigated systematically. It was found that the incorporation of IL into the PVDF leads to drastically increased g crystal forms of PVDF by the interaction between the >CF2 and cationic ions. Moreover, IL is fully miscible with PVDF with the interaction parameter (chi(12)) of -2.84 calculated by the revised Nishi-Wang equation due to the drastic equilibrium melting temperature depression. Dynamic mechanical analysis (DMA) and small angle X-ray scattering (SAXS) results indicate that the IL molecules are inserted into the gallery of PVDF lamellae. A small amount of IL induces the appearance of the crystal-amorphous interface relaxation of PVDF, originating from the enrichment of IL distribution near the crystal-amorphous interface. The obtained PVDF/IL blends exhibit excellent mechanical performance with significantly increased ductility and good optical transmittance. In addition, the incorporation of IL into PVDF enhances the electrical conductivity of PVDF films greatly. Therefore, novel PVDF films with high transparency, excellent antistatic properties, and a highly polar crystal form fraction were successfully achieved.	[Xing, Chenyang; Zhao, Mengmeng; Zhao, Liping; You, Jichun; Cao, Xiaojun; Li, Yongjin] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Zhao, LP (reprint author), Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, 16 Xuelin Rd, Hangzhou 310036, Zhejiang, Peoples R China.	zhlpzh@yahoo.com.cn; yongjin-li@hznu.edu.cn	xing, chenyang/M-8765-2018	xing, chenyang/0000-0002-2521-529X	National Science Foundation of ChinaNational Natural Science Foundation of China [21074029, 51173036]; Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [R4110021]; PCSIRTProgram for Changjiang Scholars & Innovative Research Team in University (PCSIRT) [IRT 1231]; Zhejiang Xinmiao Project of China [2012R421046]	This work was financially supported by the National Science Foundation of China (21074029, 51173036), Zhejiang Provincial Natural Science Foundation of China (R4110021), PCSIRT (IRT 1231), and Zhejiang Xinmiao Project of China (2012R421046).		55	96	98	8	108	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND	1759-9954	1759-9962		POLYM CHEM-UK	Polym. Chem.		2013	4	24					5726	5734		10.1039/c3py00466j			9	Polymer Science	Polymer Science	261ME	WOS:000327668300002					2020-06-29	
J	Liu, QP; Wang, H; Zhu, LY; Hu, HC; Sun, YQ				Liu, Qingpo; Wang, Hong; Zhu, Leyi; Hu, Haichao; Sun, Yuqiang			Genome-wide identification and analysis of miRNA-related single nucleotide polymorphisms (SNPs) in rice	RICE			English	Article						Rice; SNP; miRNA; Structure stability; Target spectrum; Evolution	SMALL RNA; ARABIDOPSIS-THALIANA; MICRORNA BIOGENESIS; SEQUENCE VARIATION; PLANT MICRORNAS; DOMESTICATION; EXPRESSION; DISCOVERY; SELECTION; STRESS	Background: MiRNAs are key regulators in the miRNA-mediated regulatory networks. Single nucleotide polymorphisms (SNPs) that occur at miRNA-related regions may cause serious phenotype changes. To gain new insights into the evolution of miRNAs after SNP variation, we performed a genome-wide scan of miRNA-related SNPs, and analyzed their effects on the stability of miRNAs structure and the alteration of target spectrum in rice. Results: We find that the SNP density in pre-miRNAs is significantly higher than that in the flanking regions, owing to the rapid evolution of a large number of species-specific miRNAs in rice. In contrast, it is obvious that deeply conserved miRNAs are under strong purifying selection during evolution. In most cases, the SNPs in stem regions may result in the miRNA hairpin structures changing from stable to unstable status; And SNPs in mature miRNAs have great potential to have either newly created or disrupted the miRNA-target interactions. However, the total number of gained targets is over 2.5 times greater than that are lost after mutation. Notably, 12 putative domestication-related miRNAs have been identified, where the SNP density is significantly lower. Conclusions: The present study provides the first outline of SNP variations occurred in rice pre-miRNAs at the whole genome-wide level. These analyses may deepen our understanding on the effects of SNPs on the evolution of miRNAs in the rice genome.	[Liu, Qingpo; Wang, Hong; Zhu, Leyi; Hu, Haichao] Zhejiang A&F Univ, Coll Agr & Food Sci, Hangzhou 311300, Zhejiang, Peoples R China; [Sun, Yuqiang] Hangzhou Normal Univ, Coll Life & Environm Sci, Hangzhou 310036, Zhejiang, Peoples R China	Liu, QP (reprint author), Zhejiang A&F Univ, Coll Agr & Food Sci, Hangzhou 311300, Zhejiang, Peoples R China.	liuqp@zafu.edu.cn; yqsun@hznu.edu.cn	Liu, Qingpo/L-8271-2019		National Natural Science Foundation of ChinaNational Natural Science Foundation of China [31000170]; Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [Y3090152]; Zhejiang A F University [2010FR060]	The authors thank the anonymous reviewers for their valuable and constructive comments on and suggestions for our earlier manuscript. This work was financially supported by grants from the National Natural Science Foundation of China (31000170), Zhejiang Provincial Natural Science Foundation of China (Y3090152), and the intramural fund from Zhejiang A & F University to Q. Liu (No. 2010FR060).		53	20	21	1	26	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1939-8425	1939-8433		RICE	Rice		2013	6								10	10.1186/1939-8433-6-10			10	Agronomy	Agriculture	209RX	WOS:000323778700002	24280131	DOAJ Gold, Green Published			2020-06-29	
J	Tang, PP; Xu, AM				Tang, Peipei; Xu, Aimin			Divided differences and a unified approach to evaluating determinants involving generalized factorials	LINEAR & MULTILINEAR ALGEBRA			English	Article						divided difference; Vandermonde determinant; Cauchy determinant; generalized factorial	LAGRANGE	By employing divided differences, a unified approach to the evaluation of some determinant involving generalized factorials is proposed. Previous generalizations of the Vandermonde determinant and the Cauchy determinant due to Chu-Claudio, Chu-Wang-Zhang and Johnson are included as special cases of our unified treatment.	[Xu, Aimin] Zhejiang Wanli Univ, Inst Math, Ningbo 315100, Zhejiang, Peoples R China; [Tang, Peipei] Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China	Xu, AM (reprint author), Zhejiang Wanli Univ, Inst Math, Ningbo 315100, Zhejiang, Peoples R China.	xuaimin1009@yahoo.com.cn			Scientific Research Foundation of Hangzhou Normal University [HSKQ0041]; Zhejiang Province Natural Science FoundationNatural Science Foundation of Zhejiang Province [Y6110310]; Ningbo Natural Science Foundation	We are grateful to Professor Warren Johnson for his careful reading and bringing us a direct proof of Theorem 3.5. We also thank the referees for their helpful comments that have improved the presentation substantially from the initial submission. This work was supported by Scientific Research Foundation of Hangzhou Normal University (No. HSKQ0041), the Zhejiang Province Natural Science Foundation (No. Y6110310), and the Ningbo Natural Science Foundation.		17	2	2	0	4	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0308-1087	1563-5139		LINEAR MULTILINEAR A	Linear Multilinear Algebra	JAN 1	2013	61	1					59	71		10.1080/03081087.2012.663369			13	Mathematics	Mathematics	046PN	WOS:000311777000006					2020-06-29	
J	Hu, YB				Hu, Yanbo			Asymptotic nonlinear stability of traveling waves to a system of coupled Burgers equations	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS			English	Article						Coupled Burgers equations; Traveling waves; Nonlinear stability; Energy estimates	VISCOUS CONSERVATION-LAWS; SHOCK PROFILES; MAGNETOHYDRODYNAMIC TURBULENCE; HYPERBOLIC SYSTEMS; RELAXATION; CHEMOTAXIS	This paper is concerned with the existence and asymptotic nonlinear stability of traveling wave solutions to a system of coupled Burgers equations which arises in a number of various physical contexts. We establish the existence of traveling fronts based on the phase plane analysis method. The asymptotic nonlinear stability of traveling wave solutions is proved by the method of energy estimates. In contrast to the previous related results, our results do not require any smallness assumption on the wave strengths or on the coefficients. (C) 2012 Elsevier Inc. All rights reserved.	Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China	Hu, YB (reprint author), Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China.	yanbo.hu@hotmail.com			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [10971130]	This work is partially supported by the National Natural Science Foundation of China (10971130).		26	2	2	0	11	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	0022-247X			J MATH ANAL APPL	J. Math. Anal. Appl.	JAN 1	2013	397	1					322	333		10.1016/j.jmaa.2012.07.043			12	Mathematics, Applied; Mathematics	Mathematics	014MX	WOS:000309381100027		Bronze			2020-06-29	
J	Zhang, XX; Chen, CY				Zhang Xianxia; Chen Canyu			Development of Study on Water-Soluble Porphyrins and Metalloporphyrins in DNA	ACTA CHIMICA SINICA			Chinese	Review						water-soluble; porphyrins; metalloporphyrins; DNA; development	RESONANCE LIGHT-SCATTERING; SINGLET OXYGEN GENERATION; CATIONIC PORPHYRINS; NUCLEIC-ACIDS; IN-VITRO; OXIDATIVE CLEAVAGE; ANIONIC PORPHYRIN; SELECTIVE BINDING; CENTER DOT; COMPLEX	The research of the interaction between porphyrins or metalloporphyrins and DNA becomes one focal point in recent years. The research conduces to realize the structure and the function of DNA more deeply, and profits porphyrins or metalloporphyrins to use in the medicine, and also be very important for understanding the treatment mechanism and the drug design of many diseases. The mode and influencing factors of interaction between porphyrins or metalloporphyrins and DNA are elucidated, and the water-soluble porphyrins and metalloporphyrins are classified into three types: the cationic porphyrins and metalloporphyrins which have pyridyl group or ammonium group, the anionic porphyrins and metalloporphyrins which have sulfonic group or carboxyl group, and the neutral porphyrins and metalloporphyrins. The interaction and the recent exploratory development in the study of the three types of the water-soluble porphyrins and metalloporphyrins in DNA are emphatically reviewed.	[Zhang Xianxia; Chen Canyu] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Zhang, XX (reprint author), Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China.	chency@hznu.edu.cn			Program for Technological Development of Hangzhou [20100933B10]; Science Foundation of Hangzhou Normal University [2011PYJJ09]; Technological Program for Health Bureau of Zhejiang Province [2012KYB161]	Project supported by Program for Technological Development of Hangzhou (No. 20100933B10) and Science Foundation of Hangzhou Normal University (No. 2011PYJJ09) and Technological Program for Health Bureau of Zhejiang Province (No. 2012KYB161).		144	11	11	1	52	SCIENCE PRESS	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA	0567-7351			ACTA CHIM SINICA	Acta Chim. Sin.	DEC 28	2012	70	24					2475	2483		10.6023/A12090702			9	Chemistry, Multidisciplinary	Chemistry	081HD	WOS:000314308100002		Bronze			2020-06-29	
J	Luo, YK; Bao, JK; Shen, CY; Han, JK; Yang, XJ; Lv, C; Li, YK; Jiao, WH; Si, BQ; Feng, CM; Dai, JH; Cao, GH; Xu, ZA				Luo, Yongkang; Bao, Jinke; Shen, Chenyi; Han, Jieke; Yang, Xiaojun; Lv, Chen; Li, Yuke; Jiao, Wenhe; Si, Bingqi; Feng, Chunmu; Dai, Jianhui; Cao, Guanghan; Xu, Zhu-An			Magnetism and crystalline electric field effect in ThCr2Si2-type CeNi2As2	PHYSICAL REVIEW B			English	Article							GLOBAL PHASE-DIAGRAM; SINGLE-CRYSTAL; KONDO-LATTICE; SUPERCONDUCTIVITY	A millimeter-sized ThCr2Si2-type CeNi2As2 single crystal was synthesized by the NaAs flux method and its physical properties were investigated by magnetization, transport, and specific-heat measurements. In contrast to the previously reported CaBe2Ge2-type CeNi2As2, the ThCr2Si2-type CeNi2As2 is a highly anisotropic uniaxial antiferromagnet with the transition temperature T-N = 4.8 K. A magnetic-field-induced spin-flop transition was seen below T-N when the applied B is parallel to the c axis, the magnetic easy axis, together with a huge frustration parameter f = theta(W)/T-N. A pronounced Schottky-type anomaly in specific heat was also found around 160 K, which could be attributed to the crystalline electric field effect with the excitation energies being fitted to Delta(1) = 325 K and Delta(2) = 520 K, respectively. Moreover, the in-plane resistivity anisotropy and low-temperature x-ray diffractions suggest that this compound is a rare example exhibiting a possible structure distortion induced by the 4f-electron magnetic frustration. DOI: 10.1103/PhysRevB.86.245130	[Luo, Yongkang; Bao, Jinke; Shen, Chenyi; Han, Jieke; Yang, Xiaojun; Lv, Chen; Jiao, Wenhe; Si, Bingqi; Feng, Chunmu; Cao, Guanghan; Xu, Zhu-An] Zhejiang Univ, Dept Phys, Hangzhou 310027, Peoples R China; [Luo, Yongkang; Bao, Jinke; Shen, Chenyi; Han, Jieke; Yang, Xiaojun; Lv, Chen; Jiao, Wenhe; Si, Bingqi; Feng, Chunmu; Cao, Guanghan; Xu, Zhu-An] Zhejiang Univ, State Key Lab Silicon Mat, Hangzhou 310027, Peoples R China; [Li, Yuke; Dai, Jianhui] Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China	Luo, YK (reprint author), Zhejiang Univ, Dept Phys, Hangzhou 310027, Peoples R China.	zhuan@zju.edu.cn	Bao, Jinke/Q-2316-2017; Cao, Guanghan/C-4753-2008; Li, Yuke/P-2327-2016	Bao, Jinke/0000-0001-5522-3605; Cao, Guanghan/0000-0002-9669-5761; 	National Basic Research Program of ChinaNational Basic Research Program of China [2011CBA00103, 2012CB927404, 2010CB923003]; National Science Foundation of ChinaNational Natural Science Foundation of China [11190023, 11174247]; Fundamental Research Funds for the Central Universities of ChinaFundamental Research Funds for the Central Universities; Natural Science Foundation of Zhejiang ProvinceNatural Science Foundation of Zhejiang Province [Z6110033]	Y. Luo would like to show gratitude to H. Xing and C. Cao for helpful discussions. This work was supported by the National Basic Research Program of China (Grants No. 2011CBA00103, No. 2012CB927404, and No. 2010CB923003), the National Science Foundation of China (Grants No. 11190023 and No. 11174247), and the Fundamental Research Funds for the Central Universities of China. J. Dai was also supported by the Natural Science Foundation of Zhejiang Province (Grant No. Z6110033).		40	17	17	1	57	AMER PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	2469-9950	2469-9969		PHYS REV B	Phys. Rev. B	DEC 26	2012	86	24							245130	10.1103/PhysRevB.86.245130			9	Materials Science, Multidisciplinary; Physics, Applied; Physics, Condensed Matter	Materials Science; Physics	061FK	WOS:000312833400008					2020-06-29	
J	Sun, XH; Shi, YF; Ji, HM; Li, XL; Cai, S; Zheng, CM				Sun, Xiaohong; Shi, Yifeng; Ji, Huiming; Li, Xiaolei; Cai, Shu; Zheng, Chunming			Nanocasting synthesis of ordered mesoporous indium tin oxide (ITO) materials with controllable particle size and high thermal stability	JOURNAL OF ALLOYS AND COMPOUNDS			English	Article						Porous materials; Mesoporous; ITO; Nanocasting	TRANSPARENT CONDUCTING OXIDES; DIP COATING PROCESS; WO3 THIN-FILMS; NONAQUEOUS SYNTHESIS; SOLAR-CELLS; METAL-OXIDE; REPLICATION; PERFORMANCE; ELECTRODES; DEPOSITION	Ordered mesoporous indium tin oxide (ITO) materials were successfully synthesized by doping tin element into the nanocast-synthesized mesoporous In2O3 intermediate via a post-treatment process. The particle size can be systematically controlled by utilizing the "container effect" during the synthesis of mesoporous In2O3 intermediate. With the increase of Sn doping concentration, the electrical resistivity first decreases and then increases. The minimum resistivity value is 0.34 Omega cm for mesoporous ITO sample with 10 mol% of Sn doping concentration. We also discussed the effect of calcinations atmosphere and temperature on the crystallinity, mesoporous regularity and conducting properties in detail. The mesoporous ITO products prepared in this work possess high thermal stability up to 700 degrees C and may be used as excellent optoelectronic materials at elevated temperature without any detectable collapse in porosity. (C) 2012 Elsevier B.V. All rights reserved.	[Sun, Xiaohong; Ji, Huiming; Li, Xiaolei; Cai, Shu] Tianjin Univ, Sch Mat Sci & Engn, Minist Educ, Key Lab Adv Ceram & Machining Technol, Tianjin 300072, Peoples R China; [Shi, Yifeng] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China; [Zheng, Chunming] Tianjin Polytech Univ, Sch Environm & Chem Engn, State Key Lab Hollow Fiber Membrane Mat & Membran, Tianjin 300387, Peoples R China	Shi, YF (reprint author), Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China.	yfshi@hznu.edu.cn; zhengchunming@tjpu.edu.cn	Shi, Yusuf/A-7550-2008	Shi, Yusuf/0000-0003-2299-1186; Sun, Xiaohong/0000-0002-7657-0339	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51202159, 51208357, 51072129, 51172157, 21103038]; seed-foundation of Tianjin University [130-60302021, 130-60305021]; special funds for key innovation team of Zhejiang Province [2010R50017]; Yunnan Province-University Cooperation Foundation [2005YX39]; Nippon Sheet Glass Foundation	We gratefully acknowledge the financial support of the National Natural Science Foundation of China (51202159, 51208357, 51072129, 51172157, 21103038), seed-foundation of Tianjin University (130-60302021, 130-60305021), special funds for key innovation team of Zhejiang Province (2010R50017), Yunnan Province-University Cooperation Foundation (2005YX39) and the Nippon Sheet Glass Foundation (2012-2013).		39	11	11	1	115	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0925-8388	1873-4669		J ALLOY COMPD	J. Alloy. Compd.	DEC 25	2012	545						5	11		10.1016/j.jallcom.2012.08.003			7	Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	Chemistry; Materials Science; Metallurgy & Metallurgical Engineering	033RO	WOS:000310818700002					2020-06-29	
J	Xu, XQ; Han, JH				Xu, Xiao-Qiang; Han, Jung Hoon			Skyrmion dynamics and disintegration in a spin-1 Bose-Einstein condensate	PHYSICAL REVIEW A			English	Article								Dynamics of skyrmionic spin texture in the spin-1 Bose-Einstein condensate is examined by analytical and numerical means. We show the skyrmion (coreless vortex) to be inherently unstable in the sense that the state initially prepared purely within the antiferromagnetic (ferromagnetic) order parameter manifold inevitably evolves into a mixture of both. The vorticity-dependent drift in the presence of the trapping potential also contributes to the disintegration of the initial spin texture manifold. We argue that the notion of a skyrmion as a topologically protected entity becomes ill defined during the dynamical evolution process. DOI: 10.1103/PhysRevA.86.063619	[Xu, Xiao-Qiang; Han, Jung Hoon] Sungkyunkwan Univ, Dept Phys, Suwon 440746, South Korea; [Xu, Xiao-Qiang; Han, Jung Hoon] Sungkyunkwan Univ, Phys Res Div BK21, Suwon 440746, South Korea; [Xu, Xiao-Qiang] Hangzhou Normal Univ, Dept Phys, Hangzhou 310036, Zhejiang, Peoples R China; [Han, Jung Hoon] POSTECH, Asia Pacific Ctr Theoret Phys, Pohang 790784, Gyeongbuk, South Korea	Xu, XQ (reprint author), Sungkyunkwan Univ, Dept Phys, Suwon 440746, South Korea.	hanjh@skku.edu			NRF [2010-0008529, 2011-0015631]	H.J.H. is supported by NRF Grants No. 2010-0008529 and No. 2011-0015631. We acknowledge useful communication with Y. Shin on the skyrmion decay and his experimental input.		25	8	8	0	10	AMER PHYSICAL SOC	COLLEGE PK	ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA	1050-2947	1094-1622		PHYS REV A	Phys. Rev. A	DEC 17	2012	86	6							063619	10.1103/PhysRevA.86.063619			6	Optics; Physics, Atomic, Molecular & Chemical	Optics; Physics	054SN	WOS:000312363600015					2020-06-29	
