PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ye, X; Xie, CS; Pan, YY; Han, LH; Xie, TA				Ye, Xin; Xie, Chunsong; Pan, Yuanyuan; Han, Laihong; Xie, Tian			Copper-Catalyzed Synthesis of alpha-Amino Imides from Tertiary Amines: Ugi-Type Three-Component Assemblies Involving Direct Functionalization of sp(3) C-Hs Adjacent to Nitrogen Atoms	ORGANIC LETTERS			English	Article							MULTICOMPONENT REACTIONS; COUPLING REACTIONS; BONDS ADJACENT; ACTIVATION; ISONITRILE; ARYLATION; COMPLEXES; EFFICIENT; CHEMISTRY; INSERTION	alpha-Amino imides can be accessed straightforwardly from tertiary amines through copper-catalyzed three-component reactions involving the direct functionalization of sp(3) C-Hs adjacent to nitrogen atoms. This reaction has demonstrated a tolerance to a wide range of functionalizations and can be performed under very mild conditions. A plausible mechanism has been proposed in which an Ugi-type cascade assembly has been included.	[Ye, Xin; Xie, Chunsong; Pan, Yuanyuan; Han, Laihong; Xie, Tian] Hangzhou Normal Univ, Res Ctr Biomed & Hlth, Hangzhou 310012, Zhejiang, Peoples R China; [Ye, Xin; Pan, Yuanyuan; Han, Laihong] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310012, Zhejiang, Peoples R China	Xie, CS (reprint author), Hangzhou Normal Univ, Res Ctr Biomed & Hlth, Hangzhou 310012, Zhejiang, Peoples R China.	chunsongxie@hznu.edu.cn; tianxie@hznu.edu.cn			Zhejiang Provincial Natural Science Foundation of ChinaNatural Science Foundation of Zhejiang Province [Y4090408]; Zhejiang Provincial Major Project of China [2007C01004-2]; Hangzhou City Research Project [20090331N04]; Hangzhou Normal University [YS05203121]	The authors gratefully thank the grant support from the Zhejiang Provincial Natural Science Foundation of China (Y4090408) and the Zhejiang Provincial Major Project of China (2007C01004-2). Financial support from the Hangzhou City Research Project (20090331N04) and the Hangzhou Normal University Research Program (YS05203121) is simultaneously acknowledged by Dr. C.-S. Xie.		64	52	53	1	36	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1523-7060	1523-7052		ORG LETT	Org. Lett.	OCT 1	2010	12	19					4240	4243		10.1021/ol101576q			4	Chemistry, Organic	Chemistry	652WP	WOS:000282041900007	20828188				2020-06-29	
J	Xu, WM; He, J; Yu, MQ; Shen, GX				Xu, Wei-Ming; He, Jun; Yu, Min-Qiang; Shen, Guo-Xiang			Site-Selective Modification of Vitamin D Analogue (Deltanoid) through a Resin-Based Version of Organoselenium 2,3-Sigmatropic Rearrangement	ORGANIC LETTERS			English	Article							SOLID-PHASE SYNTHESIS; SELENIUM-BOUND RESIN; COMBINATORIAL CHEMISTRY; ALCOHOLS; CONVERSION; (E)-OLEFINS; METABOLITE; SYSTEM; LINKER; D-3	A site-selective modification of a vitamin D analogue (Deltanoid) through a two-step 2,3-sigmatropic rearrangement of organoselenium resin to prepare the key intermediate of calcipotriol has been developed. The polystyrene-supported selenium resins used here not only facilitate separation of product but also assist the crucial 2,3-sigmatropic rearrangement to introduce an important functional group (la-hydroxyl) with high stereo- and regioselectivity.	[Xu, Wei-Ming; He, Jun; Yu, Min-Qiang; Shen, Guo-Xiang] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Xu, WM (reprint author), Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China.	wmxu@zju.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [20602029]; Hangzhou Normal University [HSKQ0023]	Dedicated to the memory of Prof. Xian Huang. We are also grateful to the National Natural Science Foundation of China (20602029) and Hangzhou Normal University (HSKQ0023) for financial support.		32	10	10	0	6	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1523-7060			ORG LETT	Org. Lett.	OCT 1	2010	12	19					4431	4433		10.1021/ol101879k			3	Chemistry, Organic	Chemistry	652WP	WOS:000282041900057	20828132				2020-06-29	
J	Wan, XY; Zhu, JB; Zhu, YF; Zhu, YP; Ma, XL; Zheng, YW; Wang, F; Liu, Z; Zhang, TB				Wan, Xuying; Zhu, Jiangbo; Zhu, Yongfei; Zhu, Yuping; Ma, Xili; Zheng, Yiwen; Wang, Fei; Liu, Zhen; Zhang, Tianbao			Rat ovarian follicle bioassay reveals adverse effects of cadmium chloride (CdCl2) exposure on follicle development and oocyte maturation	TOXICOLOGY AND INDUSTRIAL HEALTH			English	Article						Cadmium chloride; reproductive toxicity; ovarian follicle; oocyte; in vitro culture; rat	IN-VITRO; REPRODUCTIVE TOXICOLOGY; GRANULOSA-CELLS; CULTURE; GLYCINE	Rat ovarian follicle culture, as a novel bioassay, is adopted in this study to explore the effects of cadmium chloride (CdCL2) on folliculogenesis and oocyte maturation in vitro; the feasibility for its application on detection of possible effects of chemicals on reproduction is discussed and evaluated as well. The results showed that follicle growth, differentiation, and steroidogenesis were significantly disturbed by >= 1.2 mu g/mL CdCl2. The germinal vesicle breakdown of oocyte was also disturbed dose-dependently after the culture follicles were exposed to >= 1.6 mu g/mL CdCl2. Exposure to CdCl2 with concentrations of 1.6 mu g/mL on day 2 had caused significant reduced (p < 0.05) survival rate and rate of antral follicles, and increased abnormal follicle rate significantly, compared to the group exposed on day 6. Rat preantral follicle culture is a potential tool to assess the hazards of chemical compounds on female fertility and can be used to elucidate their mechanisms of actions.	[Wan, Xuying; Zhu, Jiangbo; Zhu, Yuping; Ma, Xili; Zheng, Yiwen; Wang, Fei; Liu, Zhen; Zhang, Tianbao] Second Mil Med Univ, Dept Hlth Toxicol, Fac Basic Med Sci, Shanghai 200433, Peoples R China; [Zhu, Yongfei] Hangzhou Normal Univ, Sch Pharm & Hlth Management, Hangzhou, Zhejiang, Peoples R China	Zhang, TB (reprint author), Second Mil Med Univ, Dept Basic Med Sci, Shanghai 200433, Peoples R China.	tbzhang2001@yahoo.com.cn			National Nature Science FundNational Natural Science Foundation of China [30571587]; Major National Scientific Research Plan [2006CB932505]	The research was supported by 'National Nature Science Fund' (30571587) and 'Major National Scientific Research Plan' (2006CB932505).		22	14	14	0	4	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0748-2337	1477-0393		TOXICOL IND HEALTH	Toxicol. Ind. Health	OCT	2010	26	9					609	618		10.1177/0748233710375949			10	Public, Environmental & Occupational Health; Toxicology	Public, Environmental & Occupational Health; Toxicology	659QX	WOS:000282583100008	20630984				2020-06-29	
J	Lan, P; Li, WF; Wang, HZ; Ma, WJ				Lan, Ping; Li, Wenfeng; Wang, Huizhong; Ma, Wujun			Characterization, sub-cellular localization and expression profiling of the isoprenylcysteine methylesterase gene family in Arabidopsis thaliana	BMC PLANT BIOLOGY			English	Article							ALPHA-CARBOXYL METHYLTRANSFERASE; PROTEIN ISOPRENYLATION; ABSCISIC-ACID; GERANYLGERANYL-TRANSFERASE; MOLECULAR CHARACTERIZATION; SIGNAL-TRANSDUCTION; PLANT-CELLS; FARNESYLTRANSFERASE; METHYLATION; PRENYLATION	Background: Isoprenylcysteine methylesterases (ICME) demethylate prenylated protein in eukaryotic cell. Until now, knowledge about their molecular information, localization and expression pattern is largely unavailable in plant species. One ICME in Arabidopsis, encoded by At5g15860, has been identified recently. Over-expression of At5g15860 caused an ABA hypersensitive phenotype in transgenic Arabidopsis plants, indicating that it functions as a positive regulator of ABA signaling. Moreover, ABA induced the expression of this gene in Arabidopsis seedlings. The current study extends these findings by examining the sub-cellular localization, expression profiling, and physiological functions of ICME and two other ICME-like proteins, ICME-LIKE1 and ICME-LIKE2, which were encoded by two related genes At1g26120 and At3g02410, respectively. Results: Bioinformatics investigations showed that the ICME and other two ICME-like homologs comprise a small subfamily of carboxylesterase (EC 3.1.1.1) in Arabidopsis. Sub-cellular localization of GFP tagged ICME and its homologs showed that the ICME and ICME-like proteins are intramembrane proteins predominantly localizing in the endoplasmic reticulum (ER) and Golgi apparatus. Semi-quantitative and real-time quantitative PCR revealed that the ICME and ICME-like genes are expressed in all examined tissues, including roots, rosette leaves, cauline leaves, stems, flowers, and siliques, with differential expression levels. Within the gene family, the base transcript abundance of ICME-LIKE2 gene is very low with higher expression in reproductive organs (flowers and siliques). Time-course analysis uncovered that both ICME and ICME-like genes are up-regulated by mannitol, NaCl and ABA treatment, with ICME showing the highest level of up-regulation by these treatments. Heat stress resulted in up-regulation of the ICME gene significantly but down-regulation of the ICME-LIKE1 and ICME-LIKE2 genes. Cold and dehydration stimuli led to no significant change of both ICME and ICME-like gene expression. Mutant icme-like2-1 showed increased sensitivity to ABA but slightly decreased sensitivity to salt and osmotic stresses during seed germination. Conclusions: It is concluded that the ICME family is involved in stress and ABA signaling in Arabidopsis, probably through mediating the process of demethylating prenylated proteins. Identification of these prenylated proteins will help to better understand the significance of protein prenylation in Planta.	[Lan, Ping; Li, Wenfeng; Ma, Wujun] Murdoch Univ, State Agr Biotechnol Ctr, Murdoch, WA 6150, Australia; [Lan, Ping; Li, Wenfeng; Ma, Wujun] Western Australian Dept Agr & Food, Murdoch, WA 6150, Australia; [Wang, Huizhong] Hangzhou Normal Univ, Coll Life & Environm Sci, Hangzhou 310036, Peoples R China	Ma, WJ (reprint author), Murdoch Univ, State Agr Biotechnol Ctr, Murdoch, WA 6150, Australia.	w.ma@murdoch.edu.au	li, wenfeng/J-8463-2017; Ma, Wujun/F-5957-2010; lan, ping/T-1708-2017; Lan, Ping/E-4791-2013	li, wenfeng/0000-0001-9919-3823; lan, ping/0000-0002-8433-3149; Lan, Ping/0000-0002-8433-3149; Ma, Wujun/0000-0002-1264-866X	Murdoch University	The study was financially supported by Murdoch University internal post-doctoral fellowship. Hangzhou Normal University provided supplementary funds to the study. We thank the Arabidopsis Biological Resource Center (ABRC) and SALK Institute for providing T-DNA insertion lines. The authors would like to extend their thanks to the two journal appointed reviewers who have given constructive comments and suggestion to improve the manuscript.		32	9	14	0	6	BIOMED CENTRAL LTD	LONDON	236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND	1471-2229			BMC PLANT BIOL	BMC Plant Biol.	SEP 27	2010	10								212	10.1186/1471-2229-10-212			17	Plant Sciences	Plant Sciences	668EA	WOS:000283250200001	20868530	DOAJ Gold, Green Published			2020-06-29	
J	Li, H; Mao, LX; Shi, LQ; Ji, X				Li Hong; Mao Luxi; Shi Linqiang; Ji Xiang			Many-lined Sun Skinks (Mabuya multifasciata) Shift Their Thermal Preferences Downwards When Fasted	ASIAN HERPETOLOGICAL RESEARCH			English	Article						Scincidae; feeding condition; selected body temperature; adaptive response; food deprivation	BODY-TEMPERATURE; THERMOPHILIC RESPONSE; LOCOMOTOR PERFORMANCE; PSEUDEMYS-SCRIPTA; LIZARD; EVOLUTION; BEHAVIOR; PREGNANCY; ASSIMILATION; EFFICIENCY	We maintained adult many-lined sun skinks (Mabuya multifasciata; 12 females and 12 males) collected from Hainan (southern China) in September 2006 in two outdoor enclosures to examine the effect of feeding condition on selected body temperature (T-sel). Skinks shifted their thermal preferences when fasted. Temporal variation in T-sel was not found within each sex x feeding condition combination, and neither in fed nor in fasted skinks did the mean values for T-sel differ between sexes. Body temperatures selected by fed skinks fell within the range from 30.2 to 33.9 degrees C, and those selected by fasted skinks within the range from 25.1 to 31.8 degrees C. Body temperatures (31.8 +/- 0.3 degrees C) selected by fed skinks were on average 4.0 degrees C higher than those (27.8 +/- 0.4 degrees C) selected by fasted skinks. Fasted skinks had no difficulty in attaining higher body temperatures, but they voluntarily shift their thermal preferences downwards to save energy. This finding suggests an adaptive mechanism adopted by many-lined sun skinks to enhance their fitness during the periods when food availability is low.	[Li Hong; Mao Luxi; Ji Xiang] Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210046, Jiangsu, Peoples R China; [Shi Linqiang] Hangzhou Normal Univ, Hangzhou Key Lab Anim Adaptat & Evolut, Hangzhou 310036, Zhejiang, Peoples R China	Ji, X (reprint author), Nanjing Normal Univ, Coll Life Sci, Jiangsu Key Lab Biodivers & Biotechnol, Nanjing 210046, Jiangsu, Peoples R China.	xji@mail.hz.zj.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [30670281]; Chinese Ministry of EducationMinistry of Education, China [20070319006]; Nanjing Normal University	The work was carried out in compliance with the current laws of China, and was supported by the National Natural Science Foundation of China (Project No. 30670281), Chinese Ministry of Education (Project No. 20070319006) and Nanjing Normal University. The authors would like to thank Du Yu, Ding Guohua, Lin Chixian, Qiu Qingbo, Lin Longhui and Zhang Ling for their assistance during the research.		39	5	5	1	14	SCIENCE PRESS	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA	2095-0357			ASIAN HERPETOL RES	Asian Herpetol. Res.	SEP 25	2010	1	1					36	39		10.3724/SP.J.1245.2010.00036			4	Zoology	Zoology	795QV	WOS:000292991800004					2020-06-29	
J	Ranjit, S; Duan, ZY; Zhang, PF; Liu, XG				Ranjit, Sadananda; Duan, Zhongyu; Zhang, Pengfei; Liu, Xiaogang			Synthesis of Vinyl Sulfides by Copper-Catalyzed Decarboxylative C-S Cross-Coupling	ORGANIC LETTERS			English	Article							FREE-RADICAL ADDITION; ONE-POT SYNTHESIS; TERMINAL ALKYNES; DIPHENYL DISELENIDE; CARBOXYLIC-ACIDS; STEREOSELECTIVE-SYNTHESIS; VERSATILE CATALYST; DIARYL DISULFIDES; DIRECT ARYLATION; ALKENYL HALIDES	A novel method for the synthesis of vinyl sulfides by the decarboxylative cross-coupling of arylpropiolic acids with thiols using copper(I) salts as catalysts has been developed. In the presence of Cul and Cs2CO3, a variety of thiols reacted with arylpropiolic acids to afford the corresponding vinyl sulfides in good to excellent yields with high stereoselectivity for Z-isomers.	[Ranjit, Sadananda; Liu, Xiaogang] Natl Univ Singapore, Dept Chem, Singapore 117543, Singapore; [Duan, Zhongyu] Hebei Univ Technol, Sch Chem Engn, Tianjin 300130, Peoples R China; [Zhang, Pengfei] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Liu, XG (reprint author), Natl Univ Singapore, Dept Chem, 3 Sci Dr 3, Singapore 117543, Singapore.	chmlx@nus.edu.sg	LIU, XIAOGANG/A-8038-2011; Zhang, Pengfei/G-3533-2011	LIU, XIAOGANG/0000-0003-2517-5790; 	ARF [R-143-000-427-112]; National University of SingaporeNational University of Singapore [R-143-000-318]	This work was supported by ARF (R-143-000-427-112). X.L. is grateful to the National University of Singapore for a Young Investigator Award (R-143-000-318).		84	136	136	1	65	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1523-7060	1523-7052		ORG LETT	Org. Lett.	SEP 17	2010	12	18					4134	4136		10.1021/ol101729k			3	Chemistry, Organic	Chemistry	647DP	WOS:000281596800044	20726572				2020-06-29	
J	Liang, RX; Shen, JH				Liang, Ruixi; Shen, Jianhua			Positive periodic solutions for impulsive predator-prey model with dispersion and time delays	APPLIED MATHEMATICS AND COMPUTATION			English	Article						Periodic solution; Global attractivity; Time delay; Dispersion; Impulses	GLOBAL STABILITY; SYSTEM; PERSISTENCE; DIFFUSION; EXISTENCE	In this paper, we study the existence and global attractivity of positive periodic solutions for impulsive predator-prey systems with dispersion and time delays. By using coincidence degree theorem, a set of easily verifiable sufficient conditions are obtained for the existence of at least one strictly positive periodic solutions, and by means of a suitable Lyapunov functional, the uniqueness and global attractivity of positive periodic solution is presented. Some known results subject to the underlying systems without impulses are improved and generalized. (C) 2010 Elsevier Inc. All rights reserved.	[Liang, Ruixi] Cent S Univ, Sch Math Sci & Comp Technol, Changsha 410075, Hunan, Peoples R China; [Shen, Jianhua] Hangzhou Normal Univ, Dept Math, Hangzhou 310036, Zhejiang, Peoples R China	Liang, RX (reprint author), Cent S Univ, Sch Math Sci & Comp Technol, Changsha 410075, Hunan, Peoples R China.	liangruixi123@yahoo.com.cn			National Science Foundation of ChinaNational Natural Science Foundation of China [10871062]	The authors would like to thank the anonymous referees for their careful reading of the manuscript and excellent comments, which improved the presentation of this paper. Also, this work is supported by the National Science Foundation of China (10871062).		19	5	5	0	4	ELSEVIER SCIENCE INC	NEW YORK	360 PARK AVE SOUTH, NEW YORK, NY 10010-1710 USA	0096-3003	1873-5649		APPL MATH COMPUT	Appl. Math. Comput.	SEP 15	2010	217	2					661	676		10.1016/j.amc.2010.06.003			16	Mathematics, Applied	Mathematics	640PG	WOS:000281063300025					2020-06-29	
J	Li, SJ; Zheng, B; Chen, JZ; Dong, SY; Ma, Z; Huang, FH; Gibson, HW				Li, Shijun; Zheng, Bo; Chen, Jianzhuang; Dong, Shengyi; Ma, Zhi; Huang, Feihe; Gibson, Harry W.			A Hyperbranched, Rotaxane-Type Mechanically Interlocked Polymer	JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY			English	Article						host-guest systems; hyperbranched; mechanically interlocked polymer; polyrotaxanes; rotaxane; self-assembly; supramolecular structures	SUPRAMOLECULAR POLYMERS; 1,2-BIS(PYRIDINIUM)ETHANE AXLES; CATIONIC SUPRAMOLECULES; GENE DELIVERY; ETHER WHEELS; POLYROTAXANES; NANOPARTICLES; DENDRIMERS; MOLECULES; POLYGLYCEROLS	Based on the dibenzo-24-crown-8/1,2-bis(pyridinium) ethane recognition motif, a hyperbranched mechanically interlocked polymer was prepared by polyesterification of an easily available dynamic trifunctional AB(2) pseudorotaxane monomer. It was characterized by various techniques including H-1 NMR, COSY, NOESY, GPC, viscosity, TGA, dynamic laser light scattering, AFM, and SEM Its GPC M-n was determined to be 191 kDa with polydispersity 1 7 and its hydrodynamic diameter in a dilute solution in acetone was about 70 nm. This measured M-n value corresponds to about 93 repeating units The study reported here presents not only a new polymer topology but also a novel and convenient way to prepare mechanically interlocked polymers (C) 2010 Wiley Periodicals, Inc J Polym Sci Part A Polym Chem 48 4067-4073, 2010	[Li, Shijun; Zheng, Bo; Chen, Jianzhuang; Dong, Shengyi; Huang, Feihe] Zhejiang Univ, Dept Chem, Hangzhou 310027, Peoples R China; [Li, Shijun] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China; [Ma, Zhi] Chinese Acad Sci, Shanghai Inst Organ Chem, Shanghai 200032, Peoples R China; [Gibson, Harry W.] Virginia Polytech Inst & State Univ, Dept Chem, Blacksburg, VA 24061 USA	Huang, FH (reprint author), Zhejiang Univ, Dept Chem, Hangzhou 310027, Peoples R China.		Dong, Shengyi/N-8042-2017; Huang, Feihe/A-1020-2012; Zheng, Bo/C-4445-2011; Li, Shijun/J-6486-2012; yang, dong/J-1427-2012	Dong, Shengyi/0000-0002-8640-537X; Huang, Feihe/0000-0003-3177-6744; Zheng, Bo/0000-0001-9172-9478; Li, Shijun/0000-0003-1480-9292; Chen, Jianzhuang/0000-0002-4238-639X	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [20702048, 20774086, J0830413, 20834004]; National Basic Research ProgramNational Basic Research Program of China [2009CB930104]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [2009QNA3008]; SRF for ROCS, SEMScientific Research Foundation for the Returned Overseas Chinese Scholars [(J20080410)]	This work was supported by the National Natural Science Foundation of China (20702048, 20774086, J0830413, and 20834004), National Basic Research Program (2009CB930104), the Fundamental Research Funds for the Central Universities (2009QNA3008), and the Project-sponsored by SRF for ROCS, SEM (J20080410)		69	57	58	5	42	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-624X	1099-0518		J POLYM SCI POL CHEM	J. Polym. Sci. Pol. Chem.	SEP 15	2010	48	18					4067	4073		10.1002/pola.24192			7	Polymer Science	Polymer Science	646UV	WOS:000281569500017					2020-06-29	
J	Pan, QH; Wan, WQ; Jia, GJ; Xu, YZ; Lai, GQ; Liu, SX; Chen, J; Yang, LM; Zhang, YF; Weng, SF; Wu, JG				Pan Qing-Hua; Wan Wei-Qing; Jia Gui-Jun; Xu Yi-Zhuang; Lai Guo-Qiao; Liu Shao-Xuan; Chen Jing; Yang Li-Min; Zhang Yuan-Fu; Weng Shi-Fu; Wu Jin-Guang			FTIR Spectroscopic Study on Brain Tumors	CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE			Chinese	Article						FT-mid-IR; Attenuate total reflection; Brain tumor	TISSUES	In the present investigation, 28 patients with brain tumor were recruited for Full spectroscopic measurement. These obtained FTIR spectra were analyzed and compared. It was found that there were significant differences in the spectral features of neurinoma and tumours of neuroepithelial tissue(e. g. astrocytoma) such as the changes in peak position, band shape and relative intensity of the bands including the main indexes I1460 cm-1/I1400 cm-1, I1160 cm-1/I1120 cm-1 and I1160 cm-1/I1080 cm-1 in the ranges of 1000-1800 cm(-1). The similar differences in the spectral features of the residue of the brain tumor was found. The results show that the relative intensity of the bands(such as I1460 cm-1/I1400 cm-1, I1160 cm-1/I1120 cm-1 and I1160 cm-1/I1080 cm-1) can be used to distinguish neurinoma from tumours of neuroepithelial tissue(such as astrocytoma) which are in agreement with the pathological results larger than 85%.	[Pan Qing-Hua; Xu Yi-Zhuang; Liu Shao-Xuan; Chen Jing; Yang Li-Min; Zhang Yuan-Fu; Weng Shi-Fu; Wu Jin-Guang] Peking Univ, Coll Chem & Mol Engn, Beijing 100871, Peoples R China; [Wan Wei-Qing; Jia Gui-Jun] Capital Med Univ, Beijing Tiantan Hosp, Beijing 100083, Peoples R China; [Pan Qing-Hua; Lai Guo-Qiao] Hangzhou Teachers Coll, Key Lab Organosilicon Chem & Mat Technol, Hangzhou 310012, Zhejiang, Peoples R China	Xu, YZ (reprint author), Peking Univ, Coll Chem & Mol Engn, Beijing 100871, Peoples R China.	xyz@pku.edu.cn						13	4	5	0	0	HIGHER EDUCATION PRESS	BEIJING	SHATANHOU ST 55, BEIJING 100009, PEOPLES R CHINA	0251-0790			CHEM J CHINESE U	Chem. J. Chin. Univ.-Chin.	SEP 10	2010	31	9					1717	1720					4	Chemistry, Multidisciplinary	Chemistry	656ZI	WOS:000282379300006					2020-06-29	
J	Zheng, WX; Wu, YF; Zheng, FF; Hu, LF; Hong, Y				Zheng, Weixin; Wu, Yangfeng; Zheng, Fenfen; Hu, Linfeng; Hong, Ya			Selective synthesis of alpha-methylenyl zirconacyclopentene via cross-coupling of alkyne and allene	TETRAHEDRON LETTERS			English	Article						alpha-Methylenyl zirconacyclopentene; Cross-coupling; 1,4-Diene; Intramolecular coupling; Cyclobutene	CARBON BOND-CLEAVAGE; STEREOSELECTIVE-SYNTHESIS; ZIRCONACYCLOBUTENE-SILACYCLOBUTENE; ZIRCONOCENE COMPLEXES; DERIVATIVES; EFFICIENT; CYCLIZATION; TRANSFORMATION; ALKYLIDENE; MOLECULES	alpha-Methylenyl zirconacyclopentenes are synthesized regio- and stereoselectively via reductive intermolecular cross-coupling of alkynes and allenes promoted by zirconocene species 'Cp2Zr'. An interesting reductive intramolecular coupling of the alpha-methylenyl zirconacyclopentene has been observed in the presence of DMAD/CuCl, resulting in the generation of cyclobutene with an exocyclic double bond. Polysubstituted 1,4-dienes can be given with high selectivity and good yields. (C) 2010 Elsevier Ltd. All rights reserved.	[Zheng, Weixin; Wu, Yangfeng; Zheng, Fenfen; Hu, Linfeng; Hong, Ya] Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, Hangzhou 310036, Zhejiang, Peoples R China	Zheng, WX (reprint author), Hangzhou Normal Univ, Coll Mat Chem & Chem Engn, 16 Xuelin Rd, Hangzhou 310036, Zhejiang, Peoples R China.	zhengweixinzwx@yahoo.com.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [20972037, 20702010]; Natural Science Foundation of Zhejiang ProvinceNatural Science Foundation of Zhejiang Province [Y406341]	This work was supported by the National Natural Science Foundation of China (20972037, 20702010) and the Natural Science Foundation of Zhejiang Province (Y406341). The authors are particularly grateful to Professor Tamotsu Takahashi at Hokkaido University, Japan for his great assistance.		64	9	9	0	11	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	0040-4039			TETRAHEDRON LETT	Tetrahedron Lett.	SEP 8	2010	51	36					4702	4704		10.1016/j.tetlet.2010.06.134			3	Chemistry, Organic	Chemistry	641ZA	WOS:000281170800005					2020-06-29	
